t,h=0.005,h=0.00125,h=0.0003125,h=7.8125e-05
0.0,1.0,1.0,1.0,1.0
7.8125e-05,,,,1.0013608432635839
0.00015625,,,,1.0016288408452563
0.000234375,,,,1.001729236113008
0.0003125,,,1.0013608432635839,1.0017772247429095
0.000390625,,,,1.0018030813844865
0.00046875,,,,1.0018178843947951
0.000546875,,,,1.0018265451334345
0.000625,,,1.0016288408452563,1.001831533774997
0.000703125,,,,1.0018342089283565
0.00078125,,,,1.0018353693148987
0.000859375,,,,1.0018355092692772
0.0009375,,,1.001729236113008,1.0018349474452055
0.001015625,,,,1.0018338961042186
0.00109375,,,,1.0018325004830693
0.001171875,,,,1.0018308621812744
0.00125,,1.0013608432635839,1.0017772247429095,1.001829053586559
0.001328125,,,,1.0018271270616697
0.00140625,,,,1.0018251209585043
0.001484375,,,,1.0018230636508216
0.0015625,,,1.0018030813844865,1.0018209762957893
0.001640625,,,,1.0018188747604837
0.00171875,,,,1.0018167709881762
0.001796875,,,,1.0018146739816485
0.001875,,,1.0018178843947951,1.0018125905202584
0.001953125,,,,1.0018105256890586
0.00203125,,,,1.0018084832734055
0.002109375,,,,1.0018064660560846
0.0021875,,,1.0018265451334345,1.001804476042978
0.002265625,,,,1.0018025146357994
0.00234375,,,,1.0018005827652448
0.002421875,,,,1.0017986809942763
0.0025,,1.0016288408452563,1.001831533774997,1.001796809598695
0.002578125,,,,1.0017949686303067
0.00265625,,,,1.0017931579666628
0.0027343750000000003,,,,1.001791377350376
0.0028125,,,1.0018342089283565,1.0017896264202992
0.002890625,,,,1.0017879047363145
0.00296875,,,,1.0017862117990808
0.003046875,,,,1.0017845470657922
0.003125,,,1.0018353693148987,1.0017829099627555
0.0032031250000000002,,,,1.0017812998954363
0.00328125,,,,1.0017797162564692
0.003359375,,,,1.0017781584320384
0.0034375,,,1.0018355092692772,1.0017766258069438
0.003515625,,,,1.001775117768605
0.00359375,,,,1.0017736337102081
0.0036718750000000002,,,,1.0017721730331595
0.00375,,1.001729236113008,1.0018349474452055,1.0017707351489726
0.003828125,,,,1.001769319480704
0.00390625,,,,1.0017679254640144
0.003984375,,,,1.0017665525479345
0.0040625,,,1.0018338961042186,1.00176520019538
0.004140625,,,,1.001763867883484
0.00421875,,,,1.0017625551037561
0.004296875,,,,1.001761261362128
0.004375,,,1.0018325004830693,1.001759986178889
0.0044531250000000005,,,,1.001758729088545
0.00453125,,,,1.0017574896396122
0.004609375,,,,1.0017562673943692
0.0046875,,,1.0018308621812744,1.0017550619285596
0.004765625,,,,1.0017538728310753
0.00484375,,,,1.001752699703617
0.004921875,,,,1.001751542160345
0.005,1.0013608432635839,1.0017772247429095,1.001829053586559,1.0017503998275104
0.005078125,,,,1.001749272343091
0.00515625,,,,1.001748159356429
0.005234375,,,,1.0017470605278556
0.0053125,,,1.0018271270616697,1.0017459755283367
0.0053906250000000005,,,,1.0017449040391113
0.0054687500000000005,,,,1.0017438457513421
0.005546875,,,,1.0017428003657745
0.005625,,,1.0018251209585043,1.0017417675923983
0.005703125,,,,1.0017407471501287
0.00578125,,,,1.001739738766486
0.005859375,,,,1.0017387421772914
0.0059375,,,1.0018230636508216,1.0017377571263744
0.006015625,,,,1.0017367833652804
0.00609375,,,,1.0017358206529978
0.006171875,,,,1.001734868755694
0.00625,,1.0018030813844865,1.0018209762957893,1.0017339274464558
0.006328125,,,,1.0017329965050412
0.0064062500000000005,,,,1.001732075717647
0.0064843750000000006,,,,1.0017311648766718
0.0065625,,,1.0018188747604837,1.0017302637805
0.006640625,,,,1.001729372233291
0.00671875,,,,1.0017284900447725
0.006796875,,,,1.0017276170300458
0.006875,,,1.0018167709881762,1.001726753009397
0.006953125,,,,1.0017258978081192
0.00703125,,,,1.0017250512563354
0.007109375,,,,1.0017242131888329
0.0071875,,,1.0018146739816485,1.0017233834449013
0.007265625,,,,1.0017225618681784
0.0073437500000000005,,,,1.0017217483065062
0.0074218750000000005,,,,1.0017209426117875
0.0075,,1.0018178843947951,1.0018125905202584,1.001720144639843
0.007578125,,,,1.0017193542502867
0.00765625,,,,1.0017185713063974
0.007734375,,,,1.001717795674996
0.0078125,,,1.0018105256890586,1.0017170272263314
0.007890625,,,,1.0017162658339676
0.00796875,,,,1.0017155113746758
0.008046875,,,,1.0017147637283272
0.008125,,,1.0018084832734055,1.0017140227777992
0.008203125,,,,1.0017132884088773
0.00828125,,,,1.0017125605101593
0.008359375,,,,1.0017118389729702
0.0084375,,,1.0018064660560846,1.0017111236912772
0.008515625,,,,1.0017104145616043
0.00859375,,,,1.001709711482955
0.008671875,,,,1.0017090143567329
0.00875,,1.0018265451334345,1.001804476042978,1.0017083230866763
0.008828125000000001,,,,1.0017076375787792
0.008906250000000001,,,,1.0017069577412232
0.008984375000000001,,,,1.001706283484319
0.0090625,,,1.0018025146357994,1.0017056147204353
0.009140625,,,,1.001704951363941
0.00921875,,,,1.001704293331147
0.009296875,,,,1.0017036405402469
0.009375,,,1.0018005827652448,1.001702992911264
0.009453125,,,,1.0017023503659992
0.00953125,,,,1.0017017128279773
0.009609375,,,,1.001701080222398
0.0096875,,,1.0017986809942763,1.0017004524760915
0.009765625,,,,1.001699829517469
0.00984375,,,,1.001699211276482
0.009921875,,,,1.0016985976845731
0.01,1.0016288408452563,1.001831533774997,1.001796809598695,1.001697988674643
0.010078125,,,,1.001697384181003
0.01015625,,,,1.0016967841393423
0.010234375,,,,1.001696188486684
0.0103125,,,1.0017949686303067,1.0016955971613557
0.010390625,,,,1.001695010102948
0.01046875,,,,1.001694427252288
0.010546875,,,,1.0016938485514022
0.010625,,,1.0017931579666628,1.0016932739434825
0.010703125,,,,1.00169270337286
0.010781250000000001,,,,1.001692136784975
0.010859375000000001,,,,1.001691574126344
0.010937500000000001,,,1.001791377350376,1.0016910153445384
0.011015625,,,,1.0016904603881505
0.01109375,,,,1.001689909206772
0.011171875,,,,1.0016893617509688
0.01125,,1.0018342089283565,1.0017896264202992,1.0016888179722543
0.011328125,,,,1.0016882778230665
0.01140625,,,,1.0016877412567466
0.011484375,,,,1.0016872082275117
0.0115625,,,1.0017879047363145,1.0016866786904388
0.011640625,,,,1.0016861526014433
0.01171875,,,,1.001685629917254
0.011796875,,,,1.0016851105953977
0.011875,,,1.0017862117990808,1.0016845945941772
0.011953125,,,,1.0016840818726584
0.01203125,,,,1.001683572390644
0.012109375,,,,1.0016830661086598
0.0121875,,,1.0017845470657922,1.0016825629879367
0.012265625,,,,1.0016820629903989
0.01234375,,,,1.0016815660786433
0.012421875,,,,1.001681072215924
0.0125,,1.0018353693148987,1.0017829099627555,1.001680581366139
0.012578125,,,,1.001680093493811
0.01265625,,,,1.0016796085640807
0.012734375000000001,,,,1.0016791265426854
0.012812500000000001,,,1.0017812998954363,1.0016786473959514
0.012890625000000001,,,,1.0016781710907763
0.012968750000000001,,,,1.0016776975946209
0.013046875,,,,1.0016772268754888
0.013125,,,1.0017797162564692,1.0016767589019249
0.013203125,,,,1.0016762936429953
0.01328125,,,,1.0016758310682783
0.013359375,,,,1.0016753711478585
0.0134375,,,1.0017781584320384,1.001674913852302
0.013515625,,,,1.001674459152663
0.01359375,,,,1.0016740070204622
0.013671875,,,,1.0016735574276807
0.01375,,1.0018355092692772,1.0017766258069438,1.0016731103467515
0.013828125,,,,1.0016726657505464
0.01390625,,,,1.0016722236123679
0.013984375,,,,1.0016717839059415
0.0140625,,,1.001775117768605,1.0016713466054066
0.014140625,,,,1.0016709116853078
0.01421875,,,,1.0016704791205848
0.014296875,,,,1.001670048886568
0.014375,,,1.0017736337102081,1.0016696209589673
0.014453125,,,,1.0016691953138637
0.01453125,,,,1.0016687719277093
0.014609375,,,,1.0016683507773068
0.014687500000000001,,,1.0017721730331595,1.0016679318398154
0.014765625000000001,,,,1.0016675150927374
0.014843750000000001,,,,1.001667100513911
0.014921875000000001,,,,1.0016666880815037
0.015,1.001729236113008,1.0018349474452055,1.0017707351489726,1.0016662777740097
0.015078125,,,,1.0016658695702378
0.01515625,,,,1.001665463449311
0.015234375,,,,1.0016650593906573
0.0153125,,,1.001769319480704,1.0016646573740038
0.015390625,,,,1.0016642573793726
0.01546875,,,,1.001663859387072
0.015546875,,,,1.001663463377695
0.015625,,,1.0017679254640144,1.001663069332112
0.015703125000000002,,,,1.0016626772314632
0.01578125,,,,1.0016622870571594
0.015859375000000002,,,,1.0016618987908676
0.0159375,,,1.0017665525479345,1.00166151241452
0.016015625,,,,1.0016611279102985
0.01609375,,,,1.0016607452606296
0.016171875,,,,1.001660364448185
0.01625,,1.0018338961042186,1.00176520019538,1.001659985455878
0.016328125,,,,1.0016596082668525
0.01640625,,,,1.001659232864485
0.016484375,,,,1.0016588592323799
0.0165625,,,1.001763867883484,1.0016584873543584
0.016640625,,,,1.0016581172144645
0.01671875,,,,1.0016577487969556
0.016796875,,,,1.0016573820862995
0.016875,,,1.0017625551037561,1.001657017067169
0.016953125,,,,1.0016566537244418
0.01703125,,,,1.0016562920431962
0.017109375,,,,1.0016559320087046
0.0171875,,,1.001761261362128,1.0016555736064334
0.017265625,,,,1.001655216822037
0.01734375,,,,1.0016548616413572
0.017421875,,,,1.001654508050419
0.0175,,1.0018325004830693,1.001759986178889,1.0016541560354262
0.017578125,,,,1.0016538055827613
0.017656250000000002,,,,1.0016534566789783
0.017734375,,,,1.001653109310804
0.017812500000000002,,,1.001758729088545,1.0016527634651338
0.017890625,,,,1.0016524191290237
0.017968750000000002,,,,1.0016520762896974
0.018046875,,,,1.0016517349345366
0.018125,,,1.0017574896396122,1.0016513950510793
0.018203125,,,,1.0016510566270211
0.01828125,,,,1.0016507196502054
0.018359375,,,,1.0016503841086264
0.0184375,,,1.0017562673943692,1.0016500499904284
0.018515625,,,,1.0016497172838978
0.01859375,,,,1.0016493859774662
0.018671875,,,,1.0016490560597018
0.01875,,1.0018308621812744,1.0017550619285596,1.0016487275193102
0.018828125,,,,1.0016484003451358
0.01890625,,,,1.001648074526155
0.018984375,,,,1.0016477500514802
0.0190625,,,1.0017538728310753,1.001647426910344
0.019140625,,,,1.0016471050921156
0.01921875,,,,1.0016467845862822
0.019296875,,,,1.0016464653824604
0.019375,,,1.001752699703617,1.0016461474703855
0.019453125,,,,1.0016458308399103
0.01953125,,,,1.0016455154810093
0.019609375000000002,,,,1.0016452013837722
0.0196875,,,1.001751542160345,1.0016448885384013
0.019765625000000002,,,,1.0016445769352122
0.01984375,,,,1.0016442665646335
0.019921875000000002,,,,1.0016439574171987
0.02,1.0017772247429095,1.001829053586559,1.0017503998275104,1.001643649483551
0.020078125,,,,1.001643342754441
0.02015625,,,,1.0016430372207181
0.020234375,,,,1.001642732873343
0.0203125,,,1.001749272343091,1.0016424297033706
0.020390625,,,,1.001642127701958
0.02046875,,,,1.0016418268603589
0.020546875,,,,1.0016415271699266
0.020625,,,1.001748159356429,1.0016412286221072
0.020703125,,,,1.0016409312084456
0.02078125,,,,1.0016406349205746
0.020859375,,,,1.0016403397502176
0.0209375,,,1.0017470605278556,1.0016400456891916
0.021015625,,,,1.0016397527294012
0.02109375,,,,1.0016394608628327
0.021171875,,,,1.0016391700815688
0.02125,,1.0018271270616697,1.0017459755283367,1.0016388803777714
0.021328125,,,,1.001638591743687
0.02140625,,,,1.0016383041716392
0.021484375,,,,1.0016380176540438
0.021562500000000002,,,1.0017449040391113,1.0016377321833925
0.021640625,,,,1.0016374477522516
0.021718750000000002,,,,1.0016371643532702
0.021796875,,,,1.0016368819791721
0.021875000000000002,,,1.0017438457513421,1.0016366006227573
0.021953125,,,,1.001636320276902
0.02203125,,,,1.001636040934556
0.022109375,,,,1.0016357625887409
0.0221875,,,1.0017428003657745,1.001635485232551
0.022265625,,,,1.0016352088591496
0.02234375,,,,1.0016349334617722
0.022421875,,,,1.0016346590337237
0.0225,,1.0018251209585043,1.0017417675923983,1.0016343855683738
0.022578125,,,,1.0016341130591622
0.02265625,,,,1.0016338414995962
0.022734375,,,,1.0016335708832413
0.0228125,,,1.0017407471501287,1.001633301203732
0.022890625,,,,1.0016330324547704
0.02296875,,,,1.0016327646301155
0.023046875,,,,1.0016324977235918
0.023125,,,1.001739738766486,1.0016322317290807
0.023203125,,,,1.0016319666405276
0.02328125,,,,1.001631702451936
0.023359375,,,,1.001631439157371
0.0234375,,,1.0017387421772914,1.0016311767509523
0.023515625000000002,,,,1.0016309152268528
0.02359375,,,,1.001630654579314
0.023671875000000002,,,,1.001630394802622
0.02375,,1.0018230636508216,1.0017377571263744,1.0016301358911235
0.023828125000000002,,,,1.0016298778392168
0.02390625,,,,1.0016296206413577
0.023984375000000002,,,,1.0016293642920515
0.0240625,,,1.0017367833652804,1.001629108785856
0.024140625,,,,1.0016288541173832
0.02421875,,,,1.0016286002812909
0.024296875,,,,1.0016283472722967
0.024375,,,1.0017358206529978,1.0016280950851586
0.024453125,,,,1.0016278437146864
0.02453125,,,,1.0016275931557423
0.024609375,,,,1.0016273434032306
0.0246875,,,1.001734868755694,1.0016270944521057
0.024765625,,,,1.0016268462973708
0.02484375,,,,1.001626598934071
0.024921875,,,,1.0016263523573026
0.025,1.0018030813844865,1.0018209762957893,1.0017339274464558,1.0016261065622027
0.025078125,,,,1.0016258615439517
0.02515625,,,,1.0016256172977795
0.025234375,,,,1.0016253738189542
0.0253125,,,1.0017329965050412,1.0016251311027882
0.025390625,,,,1.0016248891446393
0.025468750000000002,,,,1.001624647939903
0.025546875,,,,1.0016244074840168
0.025625000000000002,,,1.001732075717647,1.0016241677724635
0.025703125,,,,1.0016239288007611
0.025781250000000002,,,,1.0016236905644735
0.025859375,,,,1.0016234530591948
0.025937500000000002,,,1.0017311648766718,1.001623216280565
0.026015625,,,,1.001622980224261
0.02609375,,,,1.001622744885997
0.026171875,,,,1.00162251026153
0.02625,,1.0018188747604837,1.0017302637805,1.001622276346647
0.026328125,,,,1.0016220431371752
0.02640625,,,,1.0016218106289771
0.026484375,,,,1.0016215788179543
0.0265625,,,1.001729372233291,1.0016213477000397
0.026640625,,,,1.0016211172712015
0.02671875,,,,1.0016208875274466
0.026796875,,,,1.001620658464813
0.026875,,,1.0017284900447725,1.0016204300793752
0.026953125,,,,1.0016202023672403
0.02703125,,,,1.0016199753245443
0.027109375,,,,1.0016197489474588
0.0271875,,,1.0017276170300458,1.0016195232321914
0.027265625,,,,1.001619298174979
0.02734375,,,,1.0016190737720896
0.027421875000000002,,,,1.0016188500198246
0.0275,,1.0018167709881762,1.001726753009397,1.001618626914513
0.027578125000000002,,,,1.001618404452517
0.02765625,,,,1.0016181826302262
0.027734375000000002,,,,1.0016179614440655
0.0278125,,,1.0017258978081192,1.0016177408904874
0.027890625000000002,,,,1.0016175209659692
0.02796875,,,,1.001617301667025
0.028046875,,,,1.001617082990191
0.028125,,,1.0017250512563354,1.001616864932035
0.028203125,,,,1.00161664748915
0.02828125,,,,1.0016164306581603
0.028359375,,,,1.0016162144357175
0.0284375,,,1.0017242131888329,1.001615998818499
0.028515625,,,,1.001615783803207
0.02859375,,,,1.0016155693865758
0.028671875,,,,1.0016153555653566
0.02875,,1.0018146739816485,1.0017233834449013,1.0016151423363404
0.028828125,,,,1.0016149296963315
0.02890625,,,,1.0016147176421666
0.028984375,,,,1.001614506170706
0.0290625,,,1.0017225618681784,1.0016142952788323
0.029140625,,,,1.0016140849634554
0.02921875,,,,1.0016138752215118
0.029296875,,,,1.0016136660499566
0.029375000000000002,,,1.0017217483065062,1.0016134574457731
0.029453125,,,,1.0016132494059682
0.029531250000000002,,,,1.0016130419275675
0.029609375,,,,1.0016128350076283
0.029687500000000002,,,1.0017209426117875,1.0016126286432216
0.029765625,,,,1.0016124228314465
0.029843750000000002,,,,1.0016122175694258
0.029921875,,,,1.0016120128543
0.03,1.0018178843947951,1.0018125905202584,1.001720144639843,1.001611808683234
0.030078125,,,,1.0016116050534125
0.03015625,,,,1.0016114019620461
0.030234375,,,,1.0016111994063661
0.0303125,,,1.0017193542502867,1.0016109973836187
0.030390625,,,,1.0016107958910805
0.03046875,,,,1.0016105949260388
0.030546875,,,,1.0016103944858088
0.030625,,,1.0017185713063974,1.0016101945677212
