t,S_h=5,I_h=5,R_h=5,S_h=2.5,I_h=2.5,R_h=2.5,S_h=1.25,I_h=1.25,R_h=1.25,S_h=0.625,I_h=0.625,R_h=0.625
17.5,,,,0.29523643553394285,0.21068744714233795,0.5225297222907035,0.2662149098740272,0.1682695091978212,0.5894872200444154,0.2537838418081249,0.14100804389123764,0.6250408012851065
18.125,,,,,,,,,,0.2522395815074952,0.1377628918613406,0.6296350088163025
18.75,,,,,,,0.2623687236572185,0.16167948490028297,0.5994899449334121,0.25079571696920777,0.13464792235259188,0.6340066776677914
19.375,,,,,,,,,,0.2494440900690057,0.13165643890735432,0.6381700961779748
20.0,0.3339407212814348,0.24740964489955342,0.45053459468128265,0.2855433727872669,0.19894885246486185,0.5430939444587214,0.2589506786851378,0.15550983594148707,0.6086758429050928,0.24817736206295643,0.12878212906265826,0.6421384046693246
20.625,,,,,,,,,,0.24698891499277342,0.12601904433184785,0.6459237072330561
21.25,,,,,,,0.255901108018885,0.14972883446350752,0.6171324746524295,0.24587276692166762,0.12336158029823058,0.6495371705771894
21.875,,,,,,,,,,0.24482349878755222,0.12080445710682672,0.6529891116942775
22.5,,,,0.27748717387391286,0.188146694913306,0.5611841461749053,0.2531705249682121,0.14430691028128795,0.6249356867764577,0.24383619105763954,0.11834270055249084,0.6562890758282972
23.125,,,,,,,,,,0.24290636868678253,0.11597162389678015,0.6594459059935185
23.75,,,,,,,0.25071756806063145,0.13921667804211038,0.6321515155524584,0.24202995313849196,0.11368681049668852,0.6624678051112768
24.375,,,,,,,,,,0.24120322043550033,0.11148409729173679,0.6653623916755986
25.0,0.3155254672905244,0.23201228068001906,0.48304011663882107,0.270720041589241,0.17821801903840886,0.5771937021996298,0.24850742328029565,0.13443288553082403,0.6388377208408738,0.24042276437614993,0.10935955916889352,0.6681367497293625
25.625,,,,,,,,,,0.23968546419155856,0.10730949420508364,0.6707974738243269
26.25,,,,,,,0.2465105987532099,0.1299323158091246,0.6450450349541468,0.23898845603257346,0.10533040977287404,0.6733507095470692
26.875,,,,,,,,,,0.23832910776973396,0.10341900948497153,0.675802190115667
27.5,,,,0.26498385046068784,0.16909354729429563,0.591436345519463,0.2447019632217979,0.1256936643767119,0.6508181886585481,0.237704996667611,0.10157218094639536,0.6781572694863308
28.125,,,,,,,,,,0.23711388955997198,0.09978698427882109,0.6804209523532351
28.75,,,,,,,0.24305998435704737,0.12169740500044081,0.6561967607640364,0.2365537252066218,0.09806064137902305,0.6825979213768923
29.375,,,,,,,,,,0.23602259855841326,0.09639052587211594,0.6846925619352626
30.0,0.30105674490128714,0.21769995195807215,0.5106854740694663,0.2600831116393734,0.16070374262360065,0.6041663108536284,0.24156612013208725,0.11792565288530929,0.6612158865726716,0.2355187466953402,0.09477415372005486,0.686708984656328
30.625,,,,,,,,,,0.23504053623508772,0.093209174446329,0.6886510459602085
31.25,,,,,,,0.24020432861140348,0.11436203057400825,0.6659068523431497,0.2345864520369079,0.09169336293876784,0.6905223668123418
31.875,,,,,,,,,,0.23415508704906648,0.09022461179371742,0.6923263498661275
32.5,,,,0.2558672059419343,0.1529819960875573,0.6155922331781497,0.23896067019944753,0.11099153978907,0.6702975969391282,0.2337451331680284,0.08880092416641232,0.6940661951533357
33.125,,,,,,,,,,0.233355372994578,0.08742040709408158,0.695744914462984
33.75,,,,,,,0.23782298269783694,0.10780044100070818,0.6744131373382328,0.2329846723866736,0.0860812652601143,0.6973653445339922
34.375,,,,,,,,,,0.232631973721373,0.08478179516941922,0.6989301591734126
35.0,0.2894620384271829,0.20452240359156654,0.5344691629482352,0.25221834665697723,0.14586618255700437,0.6258871099022824,0.23678061414994525,0.10477614156844994,0.6782759312660741,0.23229628978898068,0.08352037970691494,0.7004418804001578
35.625,,,,,,,,,,0.2319766982518975,0.08229548305284402,0.7019028887036559
36.25,,,,,,,0.23582420188776368,0.1019070927021793,0.6819061875951961,0.23167233660873604,0.0811056459303087,0.7033154324976423
36.875,,,,,,,,,,0.23138239761127283,0.07994948116205951,0.7046816368410862
37.5,,,,0.2490432141854153,0.13929928774333702,0.6351956515621613,0.23494548877173066,0.09918269510878952,0.6853221331090715,0.23110612508790693,0.07882566951512092,0.706003511491028
38.125,,,,,,,,,,0.23084281013260458,0.07773295581331342,0.7072829583456401
38.75,,,,,,,0.23413716956307407,0.09659321296060418,0.6885402426306573,0.23059178762294755,0.07667014529911953,0.7085217783301154
39.375,,,,,,,,,,0.23035243303496122,0.07563610022764629,0.7097216777728845
40.0,0.28002200396965204,0.19244948598856537,0.5551146797526327,0.24626701492492512,0.1332295128439586,0.6436398297628342,0.23339276185544297,0.09412969569124698,0.6915754382482497,0.23012415952595694,0.07462973667665943,0.7108842743151075
40.625,,,,,,,,,,0.229906415259743,0.07365002155780771,0.7120111023923275
41.25,,,,,,,0.23270649713670463,0.09178390705995244,0.6944412623610207,0.22969868095131382,0.07269596981521984,0.7131036183235321
41.875,,,,,,,,,,0.2295004676105432,0.0717666417986503,0.7141632050396094
42.5,,,,0.24382918165603312,0.1276100943454668,0.6513231411333221,0.23207322843856348,0.08954826090348693,0.6971500284550378,0.22931131446655112,0.07086114079927236,0.7151911764802621
43.125,,,,,,,,,,0.2291307870563015,0.06997861073707264,0.7161887816858198
43.75,,,,,,,0.2314883517238676,0.08741576300034191,0.6997129528644472,0.22895847546266979,0.0691182339895984,0.717157208608008
44.375,,,,,,,,,,0.22879399268869796,0.06827922935254488,0.7180975876616313
45.0,0.27223497005366987,0.18141408468995207,0.5731689602185022,0.24168020990781197,0.12239897848587754,0.6583339336322682,0.23094773870540047,0.08537995849415055,0.7021402702388772,0.22863697315608436,0.06746085012335357,0.7190109950371792
45.625,,,,,,,,,,0.22848707131712376,0.0666623822996266,0.7198984557926489
46.25,,,,,,,0.23044767922006598,0.0834348843552829,0.7044413350017329,0.22834396037036608,0.06588314288474689,0.7207609467413032
46.875,,,,,,,,,,0.22820733107119592,0.0651224782936378,0.7215993991506588
47.5,,,,0.23977929560513717,0.11755843199849589,0.664748034051567,0.2299848316245087,0.08157502639657728,0.7066247107253717,0.22807689062936784,0.06437976285209866,0.7224147012667341
48.125,,,,,,,,,,0.2279523616862857,0.06365439738361661,0.7232077006763903
48.75,,,,,,,0.2295561799518935,0.07979528039805256,0.70869824905289,0.22783348136547943,0.06294580787798697,0.7239792065195697
49.375,,,,,,,,,,0.22772000039033627,0.06225344423647093,0.7247299915622574
50.0,0.2657402602379249,0.17133415700925136,0.5890573455801031,0.23809254754948686,0.11305463623028643,0.67063084587222,0.22915899678966886,0.07809091693422776,0.7106691595505097,0.22761168226368386,0.06157677908859189,0.7254607941401227
