t,S_alpha=0.9,I_alpha=0.9,R_alpha=0.9,S_alpha=0.8,I_alpha=0.8,R_alpha=0.8,S_alpha=0.7,I_alpha=0.7,R_alpha=0.7,S_alpha=0.6,I_alpha=0.6,R_alpha=0.6,S_alpha=0.5,I_alpha=0.5,R_alpha=0.5,S_alpha=0.4,I_alpha=0.4,R_alpha=0.4,S_alpha=0.3,I_alpha=0.3,R_alpha=0.3,S_alpha=0.2,I_alpha=0.2,R_alpha=0.2,S_alpha=0.1,I_alpha=0.1,R_alpha=0.1
25.0,0.14077587972973568,0.026132442473859912,0.8385787773481234,0.18743634513662596,0.047871516553099805,0.7776693844039818,0.2278443513799559,0.06976989493399632,0.7191879354740658,0.26451218614111055,0.09066871332962702,0.6614630006011735,0.2981222973797793,0.11011524187449745,0.6056837378827846,0.32868875644821344,0.12809078803635615,0.5533958045468259,0.35611580298353007,0.14480031955061545,0.5055895778219566,0.3804078185051407,0.16051774400821317,0.46257392343898773,0.40169793099931367,0.1754907674571843,0.4241592417853118
25.5,0.14078791732314008,0.02512994007315565,0.8395595529365758,0.18735108647895288,0.04669802530343822,0.7788795484261368,0.22761963432444393,0.0685820119073735,0.7205044024770944,0.2641920077674854,0.08957358014474136,0.6627501814358441,0.29776909398254914,0.10917818471081239,0.60683931624679,0.32835793688166387,0.12734459403122556,0.5543542752179916,0.3558472304137427,0.1442550500845416,0.5063147818521967,0.38022452752998726,0.16016903048110656,0.46305134121473523,0.4016080708740513,0.1753255750257092,0.4243906090504411
26.0,0.14081612227953877,0.024184652057594024,0.8404671294767743,0.187281352789015,0.045574622422044485,0.7800251679933831,0.22740949291982948,0.06743475311700078,0.7217680064509463,0.263884884463357,0.08850982228444398,0.6639963177569586,0.2974268735232804,0.10826448745157828,0.6079643857636879,0.32803572569142103,0.126615175690825,0.5552909740326185,0.3555848523324768,0.143721218571977,0.5070252301570276,0.3800451499088326,0.15982736024778638,0.46351968144335337,0.4015200531416045,0.1751636865986264,0.42461769168919994
26.5,0.140859012625851,0.02329276046031619,0.841306800537771,0.18722593353224715,0.044498557361673435,0.7811101619563748,0.22721298662762937,0.06632617498458625,0.7229815329394286,0.26359010402262806,0.0874760747965292,0.6652033362413035,0.2970951094809548,0.10737319257466275,0.609060251996523,0.32772174586993325,0.12590186689193583,0.5562067686217381,0.3553284125255147,0.14319837662453988,0.5077214818437772,0.3798695287282942,0.15949245760498032,0.463979278009961,0.4014338048062985,0.1750049721874701,0.4248406457284542
27.0,0.14091523615231621,0.02245072441319032,0.8420834531432452,0.18718371645320886,0.04346725616906098,0.782138176670573,0.22702924537955244,0.0652544499088449,0.7241475868923828,0.2633070034511639,0.08647105121813413,0.6663730451630999,0.2967733092610924,0.1065033969214239,0.6101281436354519,0.32741564347845403,0.125204039351182,0.55710247729616,0.3550776699511501,0.14268610147431812,0.5084040651248972,0.3796975162122302,0.15916406271353958,0.4644304467086351,0.40134925710165986,0.17484930933547968,0.4250596188116065
27.5,0.1409835582827805,0.021655259202473714,0.8428016008255494,0.18715367870792865,0.04247830888531294,0.7831126072912987,0.22685746344178592,0.06421785811502526,0.725268606507394,0.26303496484847516,0.08549353800627738,0.6675071433517442,0.29646101146292614,0.1056542477676742,0.6111692182376323,0.3271170858451942,0.12452109984171959,0.5579788726715931,0.3548323975793507,0.14218399406368745,0.5090734795491124,0.3795289730301393,0.1588419304042034,0.46487348652837646,0.40126634517117044,0.17469658254661827,0.4252747507891411
28.0,0.14106285118854894,0.020903316890870497,0.843465413871292,0.18713487889252034,0.04152945790525447,0.7840366172286894,0.22669689389149011,0.06321478015486762,0.7263468758496958,0.2627734116935653,0.08454238943622608,0.6686072283466337,0.29615778340963667,0.10482493923827793,0.6121845674497902,0.326825759933778,0.12385248766004862,0.5588366849684427,0.35459238133912424,0.14169167730972165,0.5097301980346609,0.37936376766952656,0.15852582909366722,0.4653086808266072,0.4011850077784928,0.17454668276768628,0.4254861742580518
28.5,0.1411520840047711,0.020192068402261665,0.8440787470030896,0.1871264498670306,0.040618587221764466,0.7849131559360181,0.22654684363652383,0.06224368999967108,0.7273845363722028,0.26252180548952575,0.0836165229224604,0.6696748038321179,0.2958632189123143,0.1040147090302234,0.6131752217679092,0.3265413708631961,0.123197672316508,0.5596766050206168,0.3543574191622615,0.1412087945243979,0.5103746687253455,0.37920177586528414,0.15821553979894942,0.46573629840182396,0.4011051870439692,0.1743995069177151,0.42569401505537047
29.0,0.14125031402599492,0.019518886968867204,0.8446451647209738,0.1871275922860796,0.03974371248633014,0.7857449751872079,0.22640666891808642,0.06130314867458386,0.7283835974440166,0.26227964272719756,0.0827149147219371,0.6707112864258953,0.29557693624200115,0.10322283541311975,0.6141421548819476,0.32626364056282364,0.12255615142621763,0.5604992870235238,0.3541273201130975,0.14073500797411714,0.5110073166876281,0.37904288007999803,0.15791085523955287,0.466156594475643,0.40102682820459545,0.17425495745955577,0.42589839271040386
29.5,0.1413566787727753,0.018881332844820593,0.845167964507484,0.18713756875873622,0.038902971822054475,0.7865346439836464,0.22627577124341694,0.06039179838713167,0.7293459459838698,0.2620464521331583,0.08183659598368692,0.6717180118857257,0.29529857628737327,0.10244863447963551,0.6150862876478408,0.32599230654809386,0.12192744877999448,0.5613053510478542,0.3539019035952131,0.1402699975640596,0.5116285454648395,0.37888696902984237,0.15761157901819933,0.4665698115932835,0.4009498793950078,0.1741129420092034,0.42609942085976094
30.0,0.1414703888344001,0.018277139194831243,0.8456501980826137,0.18715569856948058,0.03809461733010186,0.787284562216397,0.22615359370214458,0.059508357107410696,0.7302733552845009,0.2618217921715402,0.08098064911259928,0.6726962407919648,0.2950278008783553,0.10169145762150687,0.6160084917241431,0.32572712080417526,0.12131111257716631,0.5620953853426415,0.3536809986270883,0.1398134596346195,0.5122387385027143,0.37873393725135296,0.15731752487202938,0.46697618045049727,0.40087429144732295,0.17397337297893944,0.42629720762878054
30.5,0.14159072140421453,0.017704199071575867,0.8460946908784001,0.187181352900267,0.037317007235054676,0.7879969731973544,0.22603961762545574,0.058651613561348424,0.7311674931047542,0.26160524877287056,0.08014620441861271,0.6736471637569924,0.294764291258339,0.1009506892094577,0.6169095929063766,0.3254678487665155,0.12070671380428755,0.5628699484483837,0.3534644431796707,0.13936510585865897,0.5128382604588376,0.3785836847049381,0.15702851598711678,0.46737592065405087,0.4008000177079169,0.17383616725083775,0.4264918559825742
31.0,0.14171701443393564,0.017160553400542757,0.8465040598879628,0.18721395050078946,0.03656859861886505,0.7886739751617089,0.22593335955209126,0.05782042260201789,0.7320299290980735,0.26139643326630213,0.07933243702550552,0.6745719062069843,0.29450774668972346,0.10022574445774823,0.6177903741884574,0.3252142683884153,0.12011384474557332,0.5636295711386687,0.35325208356964116,0.13892466222961858,0.5134274584071699,0.37843611641145813,0.15674438436998084,0.46776924142206944,0.4007270138694587,0.17370124587758876,0.4266834640495446
31.5,0.1418486613419685,0.01664437989613833,0.8468807300300981,0.18725295376022294,0.03584794069702403,0.7893175318340674,0.22583436846939087,0.05701370092722051,0.7328621416388807,0.26119498049437756,0.07853856401611553,0.6754715327765214,0.2942578831792849,0.09951606745615417,0.6186515785772932,0.3249661692869452,0.11953211761244789,0.5643747582066891,0.3530437739028748,0.13849186813165085,0.5140066629475908,0.3782911421186278,0.15646497027050166,0.4681563422298749,0.40065523781670237,0.17356853380794293,0.4268721254199282
32.0,0.14198510621824498,0.016153982837866322,0.8472269491580343,0.18729786513909583,0.03515366859423585,0.7899294821416089,0.22574222330127025,0.05623042311446536,0.7336655241019879,0.26100054709186665,0.07776384179314999,0.6763470513522141,0.29401443231142416,0.098821129354007,0.6194939116838155,0.3247233519595022,0.11896116328098814,0.565105990111235,0.35283937556321454,0.13806647548393047,0.514576189229311,0.37814867599436114,0.15619012165127544,0.46853741340633337,0.40058464948470857,0.1734379596343826,0.42705792942164267
32.5,0.1421258394746689,0.015687783640247876,0.8475448018295336,0.1873482239246486,0.03448449758028872,0.7905115491496182,0.22565653061821658,0.05546961794709988,0.7344413906445615,0.260812809912325,0.07700756363682346,0.6771994167976669,0.2937771401787018,0.09814042668253974,0.6203180441111947,0.324485627064169,0.11840063012725395,0.5658237244951845,0.3526387567422257,0.13764824795215472,0.5151363378960608,0.37800863634449416,0.15591969369899533,0.46891263668520006,0.40051521072831675,0.17330945536089737,0.4272409613754775
33.0,0.14227039389598367,0.015244312154820578,0.8478362219451343,0.18740360327715394,0.03383921772996447,0.7910653482875443,0.2255769225471873,0.05473036500771867,0.7351909815351595,0.260631464587852,0.07626905744240285,0.6780295343887707,0.29354576640024277,0.09747347980320317,0.6211246136588003,0.3242528147577932,0.11785018295156226,0.5665283975881246,0.35244179200606235,0.13723696022100518,0.51568739596012,0.3778709453526044,0.15565354837392661,0.46928218571548586,0.40044688520181604,0.17318295618897112,0.4274213028314578
33.5,0.14241834105091128,0.014822198647008723,0.8481030043518399,0.18746360753827926,0.03321668897374194,0.7915923949272475,0.22550305486174926,0.05401179151711925,0.7359154680699339,0.2604562242091291,0.07554768362238233,0.6788382629853011,0.2933200832196326,0.09681983147087742,0.6219142273585169,0.32402474408636645,0.11730950198369987,0.5672204255035154,0.3522483618960035,0.13683239732200353,0.5162296376115332,0.37773552883988626,0.15539155399396634,0.46964622653444366,0.40037963824787365,0.17305840032009412,0.42759903178802516
34.0,0.14256928802782137,0.01442016639487908,0.8483468155009399,0.1875278697757451,0.032615836508735105,0.7920941113693178,0.2254346052349497,0.053313069399008664,0.7366159571121271,0.2602868181142366,0.0748428331594768,0.6796264179621812,0.2930998746748312,0.09617904550201385,0.622687463358331,0.3238012524228648,0.11677828196189646,0.5679002054397446,0.352058352559583,0.1364343540117791,0.5167633249681879,0.3776023160432637,0.1551335848501502,0.4700049180064264,0.40031343679488257,0.17293572877329147,0.42777422289551137
34.5,0.14272287446307472,0.014037024860775656,0.8485692032407798,0.18759604954132128,0.03203564654178259,0.7925718332880956,0.22537127163930287,0.05263341255241513,0.7372934952874761,0.26012299077597606,0.07415392579793004,0.6803947739214127,0.29288493583342956,0.09555070553873302,0.623444872666574,0.3235821849482245,0.11625623127911007,0.5685681167934609,0.35187165540955045,0.13604263419628115,0.5172887087718732,0.37747123941010396,0.15487952085079543,0.47035841223052394,0.40024824926197383,0.17281488521631913,0.4279469476452391
35.0,0.14287876983360362,0.013671663390562331,0.8487716058181538,0.1876678308216624,0.03147516233888143,0.7930268156813545,0.22531277087994397,0.051972074315342065,0.7379490728649898,0.259964500778526,0.07348040836180615,0.6811440672036216,0.29267507208727583,0.09493441390077975,0.624186980768884,0.32336739417157134,0.11574307119082433,0.5692245221927337,0.35168816680819703,0.13565705039692255,0.5178060290349218,0.3773422344080688,0.15462924719175816,0.4707068549196161,0.4001840454710214,0.17269581580931687,0.4281172745454498
35.5,0.14303667098830924,0.013323045398695369,0.8489553601554818,0.18774292016365246,0.030933480557252837,0.7934602383663627,0.22525883724847465,0.05132834510463547,0.738583627349764,0.2598111198752092,0.07282175318998091,0.6818749982162896,0.29247009850111977,0.09432979051802053,0.6249142891287327,0.323156739486232,0.11523853507913102,0.5698697684568536,0.35150778777482233,0.1352774232550459,0.5183155156415863,0.37721523934878803,0.1543826540505387,0.4710503857532144,0.4001207965650282,0.17257846905983135,0.4282852692851468
36.0,0.14319629989552635,0.01299020300060442,0.8491217094650061,0.18782104495785,0.030409747838249696,0.7938732110602325,0.22520922128632437,0.05070155021833389,0.739198046811959,0.25966263212001356,0.07217745667849151,0.6825882335941154,0.2922698392104694,0.09373647193686171,0.625627276581341,0.3229500867583928,0.11474236776838119,0.5705041874889025,0.3513304237143474,0.1349035810714597,0.5188173889079013,0.37709019522416787,0.15413963630219416,0.4713891387062397,0.4000584749323501,0.1724627956882312,0.4284509948868343
36.5,0.14335740158616203,0.012672232056888978,0.8492718102558768,0.18790195186532058,0.029903157641081653,0.7942667780790286,0.22516368864760336,0.050091047787948095,0.7397931729738483,0.2595188330662473,0.07154703792174746,0.6832844082054693,0.29207412686434076,0.09315411039459359,0.626326400629827,0.3227473079456008,0.11425432488814274,0.5711280971066557,0.3511559841652724,0.13453535937810931,0.5193118601034226,0.37696704555426636,0.15390009325521906,0.47172324235568164,0.39999705413626285,0.17234874850263243,0.42861451184904503
37.0,0.14351974227421482,0.012368287596647052,0.8494067387850615,0.1879854053746508,0.02941294729895405,0.7946419226870155,0.22512201905244342,0.04949622686918477,0.7403698040747881,0.2593795290263891,0.07093003744486588,0.6839641270175925,0.29188280210901424,0.09258237295621695,0.6270120986516127,0.3225482807425607,0.11377417227960555,0.5717418018168343,0.35098438256535414,0.1341726005392304,0.5197991319379198,0.3768457362457721,0.15366392840573334,0.47205282016690464,0.39993650884942844,0.17223628228254034,0.4287758782794675
37.5,0.14368310763823275,0.012077579589855031,0.8495274969985834,0.18807118647727714,0.02893839528070232,0.7949995711245956,0.2250840053227305,0.04891650566059842,0.7409286975321637,0.25924453638777606,0.07032601602007965,0.6846279668320072,0.2916957131092899,0.09202094070881181,0.6276847890223587,0.32235288825194597,0.11330168544193867,0.5723455935372628,0.35081553603353927,0.13381515337958533,0.5202793990158053,0.3767262154602137,0.15343104920847522,0.47237799076120046,0.39987681479285714,0.17212535367048717,0.4289351500194001
38.0,0.14384730124892778,0.011799369041123891,0.8496350180055298,0.18815909145044862,0.02847881864236736,0.7953405963409949,0.2250494524929355,0.04835132984053666,0.7414705724147287,0.2591136809793039,0.06973455356078204,0.6852764779005797,0.29151271510407656,0.09146950800895245,0.6283448721640212,0.3221610186781481,0.11283664901542616,0.5729397522710683,0.3506493651668218,0.13346287283760466,0.5207528482608393,0.3766084334911075,0.15320136686323832,0.4726988681660429,0.39981794867900167,0.1720159210710165,0.4290923807602117
38.5,0.14401214312963048,0.011532964379378688,0.8497301711235642,0.18824893073820553,0.02803357065440611,0.7956658214554269,0.2250181769894706,0.04780017101354423,0.7419961117432776,0.2589867974847872,0.06915524808733062,0.6859101854316745,0.2913336699934558,0.09092778177907533,0.62899273152302,0.3219725650420906,0.11237885629849874,0.573524546736678,0.35048579385082057,0.13311561964146204,0.5212196593134057,0.3764923426493324,0.1529747961155214,0.47301556204937534,0.39975988815865254,0.17190794455642402,0.42924762215240886
39.0,0.14417746843758683,0.011277718120057564,0.8498137665313403,0.18834052792169648,0.0276020385913781,0.7959760229684165,0.22499000587263918,0.047262525258119775,0.7425059646322766,0.25886372889903714,0.06858771475923493,0.6865295909950602,0.2911584459546261,0.09039548084906804,0.6296287344839773,0.32178742491540946,0.11192810879603586,0.5741002349570297,0.3503247490829874,0.13277326000628606,0.5216800049024648,0.37637789715607495,0.15275125507026832,0.47332817793913334,0.399702611771334,0.17180138577871965,0.42940092390786916
39.5,0.14434312625526316,0.011033023778314574,0.849886559560136,0.18843371877100185,0.02718364167199853,0.7962719337430706,0.2249647761358122,0.04673791176838213,0.7430007482848704,0.25874432602309494,0.06803158496880816,0.6871351738333897,0.2909869170843837,0.08987233533967308,0.6302532332239866,0.32160550017245654,0.11148421579655059,0.5746670648111143,0.35016616080745183,0.13243566535087725,0.5221340511940902,0.3762650530427606,0.15253066501768192,0.4736368174291116,0.39964609889892894,0.17169620788732473,0.4295523338957511
40.0,0.1445089784818804,0.010798313013449272,0.8499492546542583,0.18852835037138238,0.026777829138412187,0.796554245774388,0.2249423340569819,0.04622587158280744,0.7434810498526091,0.25862844699539306,0.06748650549177584,0.6877273920874476,0.2908189630660052,0.08935808608459361,0.6308665655119449,0.3214266967587256,0.11104699397607494,0.5752252745506917,0.350009961760599,0.13210271203244314,0.5225819581183379,0.3761537680574271,0.15231295027018296,0.47394157837218054,0.3995903297222829,0.17159237545206166,0.429701898232538
40.5,0.14467489881633036,0.010573052986385108,0.8500025090272234,0.1886242803175495,0.026384078464424615,0.7968236127631542,0.22492253459829742,0.04572596639374855,0.7439474281702642,0.2585159568559139,0.06695213769070801,0.6883066839416916,0.2906544688585977,0.08885248408845296,0.6314690554570778,0.3212509244744223,0.11061626702675569,0.5757750932847737,0.3498560873265585,0.1317742810979935,0.5230238796760467,0.37604400157705214,0.15209803800967106,0.4742425550617726,0.3995352851805622,0.17148985439103287,0.4298496613666486
41.0,0.1448407718234702,0.010356743913489487,0.8500469360384113,0.18872137597015412,0.026001893683237676,0.7970806525095584,0.22490524084959648,0.045237777431951044,0.7444004153752108,0.258406727140684,0.06642815676748069,0.6888734686960827,0.29049332440715536,0.08835529001800171,0.6320610142104423,0.32107809677201765,0.11019186530834123,0.5763167414342468,0.3497044754018552,0.13145025805115768,0.523459964227024,0.3759357145253883,0.15188585814431355,0.47453983840248853,0.3994809469331569,0.17138861190302077,0.4299956661579964
41.5,0.14500649207654168,0.010148916801379734,0.8500831083127871,0.18881951376923506,0.025630803825978744,0.7973259491404016,0.224890323512317,0.04476090442073834,0.7448405184200546,0.25830063550418897,0.0659142510612809,0.6894281477696674,0.29033542437171456,0.0878662737241796,0.6326427406228605,0.3209081305667272,0.10977362552089151,0.5768504311588044,0.34955506626853294,0.13113053263329036,0.5238903547609627,0.37582886929589604,0.1516763431741606,0.4748335160705943,0.39942729732394483,0.1712886164040735,0.43013995395286087
42.0,0.14517196336914365,0.009949131348600803,0.850111560624373,0.18891857859985348,0.025270361462994106,0.7975600551825998,0.22487766042049834,0.044294964594957596,0.7452682204864558,0.2581975653675023,0.06541012138894996,0.6899711056409437,0.2901806678741489,0.0873852137928397,0.6332145218624502,0.32074094605894,0.10936139039718627,0.5773763667581894,0.3494078024751343,0.13081499861782855,0.5243151891523097,0.37572342967939676,0.15146942806493946,0.47512367266512,0.3993743193477366,0.1711898374679689,0.43028256465439557
42.5,0.1453370979907883,0.009756974001200812,0.8501327925623875,0.18901846320557955,0.024920141340502563,0.797783493494635,0.22486713609588765,0.043839591780161176,0.7456839823074555,0.25809740559012656,0.06491548042471529,0.6905027107295798,0.2900289582612635,0.08691189712211927,0.6337766339946646,0.32057646656772354,0.10895500841343074,0.5778947450495542,0.34926262872495056,0.13050355361695087,0.5247346004002185,0.3756193607961132,0.15126505012943892,0.475410389850215,0.39932199661875223,0.17109224577027501,0.43042353678907613
43.0,0.14550181606062668,0.00957205615027739,0.8501472709974007,0.1891190676458877,0.024579739105778802,0.7979967590666437,0.22485864133442363,0.04339443552784869,0.7460882434049784,0.2580000501637112,0.0644300521165922,0.6910233162237414,0.289880202882973,0.08644611852460368,0.6343293425274893,0.32041461837458335,0.10855433351697312,0.5784057557226367,0.3491194917710273,0.13019609889966474,0.5251487168546152,0.37551662903177113,0.15106314891594214,0.4756937464893589,0.39927031334097524,0.17099581303575087,0.4305629075693631
43.5,0.1456660449144158,0.00939401246052884,0.8501554323633763,0.18922029879387503,0.024248770114562786,0.7982003206989676,0.22485207282162012,0.04295916030291553,0.7464814232486757,0.25790539792598266,0.06395357113695205,0.6915332608568643,0.2897343128844428,0.0859876803525786,0.6348729029242688,0.32025533057674094,0.10815922486985129,0.5789095816742746,0.3489783403174412,0.12989253922052352,0.5255576624293372,0.3754152019774852,0.15086366610321095,0.47597381877198386,0.3992192542802599,0.17090051198884892,0.4307007129528395
44.0,0.1458297185402489,0.009222499319726062,0.8501576847701607,0.1893220698710353,0.02392686831487502,0.798394622568167,0.2248473327745846,0.042533444719747175,0.7468639223417517,0.2578133522933535,0.0634857823649436,0.6920328696374691,0.2895912030111718,0.08553639214479825,0.6354075610863895,0.32009853494925156,0.10776954660708332,0.5794063993236889,0.3488391249264014,0.1295927826582359,0.5259615568032148,0.37531504837315705,0.1506665454015658,0.4762506803330133,0.39916880473806265,0.1708063163071043,0.4308369876980561
44.5,0.1459927770589736,0.009057193399830958,0.850154409959762,0.18942430001611107,0.02361368520186259,0.7985800856888056,0.22484432860860648,0.04211698082366906,0.7472361232389799,0.2577238210108151,0.06302644039863428,0.6925224545352723,0.2894507914260809,0.08509207029332161,0.6359335538079126,0.3199441658153289,0.10738516760869819,0.5798963789098334,0.3487017979307796,0.1292967404634913,0.5263605156099093,0.37521613805414605,0.1504717324596413,0.47652440236579485,0.3991189505266887,0.17071320057720976,0.43097176541730053
45.0,0.14615516624558053,0.008897790321229513,0.8501459651186528,0.18952691388530787,0.02330888883870791,0.7987571092786229,0.22484297262642464,0.04170947341470689,0.7475983915016923,0.2576367159178377,0.062575309094898,0.6930023151266296,0.2893129995377455,0.08465453772907966,0.6364511092040527,0.31979215992431004,0.1070059612845851,0.5803796847720223,0.34856631335168087,0.12900432691537658,0.5267546506172516,0.37511844190098914,0.15027917477643082,0.4767950537288518,0.3990696779459497,0.17062114025359335,0.43110507862649644
45.5,0.1463168370881776,0.008744003412229966,0.8501326845573335,0.18962984128138707,0.02301216293900872,0.7989260720341139,0.2248431817284489,0.041310639410841475,0.7479510765941494,0.25755195272909637,0.06213216113522597,0.693472739202081,0.2891777518389821,0.08422362362493752,0.6369604471152686,0.31964245633673005,0.10663180537130955,0.5808564756149418,0.3484326268207286,0.12871545918581045,0.5271440698967683,0.37502193179195975,0.15008882161826426,0.4770627010468641,0.39902097376113765,0.17053011161932916,0.43123695879241175
46.0,0.14647774538146321,0.008595562556601846,0.850114881267455,0.18973301680937424,0.02272320600638225,0.7990873333229854,0.22484487714235163,0.040920207248148086,0.7482945127253694,0.2574694508289562,0.061696777615771,0.6939340033385795,0.289044975755064,0.08379916311511067,0.6374617794885942,0.31949499631601724,0.10626258174010857,0.5813269047590757,0.3483006955067278,0.12843005721146306,0.5275288779840379,0.3749265805582823,0.14990062394039105,0.47732740880624325,0.3989728251822265,0.17044009174922564,0.4313674363773542
46.5,0.14663785135187657,0.008452213122505946,0.8500928483659659,0.18983637955680743,0.022441730527364347,0.7992412342994333,0.2248479841705825,0.04053791631540356,0.7486290196401577,0.25738913307872224,0.0612689476600624,0.6943863734387646,0.2889146015008957,0.08338099702987833,0.6379553107377018,0.31934972322636185,0.10589817621533967,0.5817911203774863,0.34817047804643037,0.12814804357267193,0.5279091760304578,0.37483236194181946,0.14971453431286447,0.47758923944564824,0.3989252198442188,0.17035105847494728,0.43149654088150824
47.0,0.14679711931185088,0.008313714966692596,0.8500668604349817,0.18993987279662822,0.022167462213966052,0.7993880989477518,0.22485243195447513,0.040163516420919185,0.7489549033628068,0.25731092563574715,0.060848468052940884,0.694830105239472,0.288786561946533,0.08296897164461621,0.6384412380831017,0.31920658243634953,0.10553847840270907,0.5822492657198362,0.3480419344791227,0.12786934337890088,0.5282850619469739,0.3747392505550749,0.1495305068504475,0.47784825344175896,0.39887814578856806,0.1702629903520366,0.4316243008830654
47.5,0.14695551734081924,0.008179841508328973,0.8500371747653519,0.19004344371098042,0.02190013929251993,0.7995282350593207,0.22485815325372846,0.03979676728952058,0.7492724568966701,0.2572347577835609,0.06043514289436956,0.695265444791512,0.2886607924904794,0.08256293844224057,0.638919751873743,0.3190655212279702,0.10518338152665806,0.5827014793244608,0.3479150261847889,0.12759388416032247,0.5286566305402745,0.3746472218433607,0.14934849714628162,0.4781045093906029,0.3988315914455982,0.17017586662871367,0.4317507440762797
48.0,0.14711301699081583,0.008050378867261032,0.8500040325112781,0.1901470431343192,0.021639511835695294,0.7996619351476613,0.22486508424014043,0.039437438087743464,0.7495819608825673,0.2571605617722562,0.06002878327187222,0.6956926289125834,0.2885372309402366,0.08216275388822498,0.6393910358912194,0.31892648871065377,0.10483278227632944,0.5831478952192447,0.3477897158256181,0.127321595765135,0.5290239736419201,0.3745562520489904,0.1491684622090777,0.4783580640847085,0.3987855456178677,0.17008966721633942,0.4318758973075824
48.5,0.14726959301470743,0.007925125061922902,0.8499676597627269,0.19025062531437403,0.0213853411347903,0.7997894773058724,0.22487316430456483,0.03908530697545281,0.7498836842187638,0.2570882726684144,0.05962920695044005,0.6961118856150654,0.2884158173996251,0.08176827921740694,0.6398552676376825,0.31878943574000734,0.10448658065957875,0.5835886431119962,0.34766596729064453,0.12705241026225578,0.5293871802308427,0.3744663181773673,0.14899036040360764,0.4786089725863436,0.3987399974644064,0.17000437266143678,0.43199978660986627
49.0,0.14742522311525072,0.007803889262481602,0.8499282685418525,0.1903541476896233,0.021137399109618933,0.7999111260104462,0.22488233587614476,0.03874016068221965,0.750177884645056,0.2570178282139248,0.059236238078828794,0.6965234345102922,0.2882964941624288,0.08137938023186074,0.6403126186084734,0.31865431484094836,0.10414467986453428,0.5840238485709729,0.3475437456433188,0.12678626184905542,0.5297463365496162,0.37437739796485375,0.14881415139429074,0.4788572882970684,0.39869493648578175,0.1699199641191736,0.43212243723505545
49.5,0.14757988771332545,0.007686491095148898,0.8498860577291438,0.19045757068204752,0.020895467753505145,0.80002713287514,0.22489254425294997,0.03840179410690537,0.7504648092933195,0.25694916869309065,0.058849706911244234,0.6969274871908036,0.2881792056119488,0.0809959271091626,0.6407632545504336,0.3185210801349562,0.10380698612824356,0.584453633196166,0.34742301707182927,0.12652308676382373,0.5301015262148788,0.37428946984830547,0.1486397960916833,0.47910306302382716,0.398650352509934,0.16983642332821472,0.43224387368505923
50.0,0.1477335697338281,0.007572759993908271,0.849841213924555,0.19056085750403098,0.02065933861107528,0.8001377373583342,0.22490373744321368,0.038070009939012994,0.7507446952066891,0.25688223680746475,0.05846944954348329,0.6973242475919625,0.288063898126089,0.08061779422042054,0.6412073357067718,0.31838968727118505,0.10347340861197753,0.584878114781884,0.34730374884200155,0.1262628232026798,0.5304528303222513,0.37420251293617246,0.14846725660169416,0.47934634704178725,0.39860623567873904,0.16975373258686044,0.4323641197412077
