t,exact,h=5,h=2.5,h=1,h=0.5
0.0,0.5,0.5,0.5,0.5,0.5
0.005005005005005005,0.501251248639263,,,,
0.01001001001001001,0.5025024816067533,,,,
0.015015015015015015,0.5037536832314836,,,,
0.02002002002002002,0.5050048378440365,,,,
0.025025025025025023,0.5062559297773498,,,,
0.03003003003003003,0.5075069433675011,,,,
0.035035035035035036,0.5087578629544919,,,,
0.04004004004004004,0.5100086728830318,,,,
0.04504504504504504,0.5112593575033214,,,,
0.050050050050050046,0.5125099011718356,,,,
0.055055055055055056,0.5137602882521056,,,,
0.06006006006006006,0.5150105031155002,,,,
0.06506506506506507,0.5162605301420062,,,,
0.07007007007007007,0.5175103537210084,,,,
0.07507507507507508,0.5187599582520679,,,,
0.08008008008008008,0.5200093281456999,,,,
0.08508508508508508,0.52125844782415,,,,
0.09009009009009009,0.5225073017221691,,,,
0.09509509509509509,0.5237558742877878,,,,
0.10010010010010009,0.5250041499830883,,,,
0.10510510510510511,0.5262521132849755,,,,
0.11011011011011011,0.5274997486859462,,,,
0.11511511511511512,0.5287470406948572,,,,
0.12012012012012012,0.5299939738376908,,,,
0.12512512512512514,0.5312405326583193,,,,
0.13013013013013014,0.5324867017192668,,,,
0.13513513513513514,0.5337324656024702,,,,
0.14014014014014015,0.5349778089100371,,,,
0.14514514514514515,0.5362227162650014,,,,
0.15015015015015015,0.5374671723120781,,,,
0.15515515515515516,0.538711161718414,,,,
0.16016016016016016,0.5399546691743383,,,,
0.16516516516516516,0.5411976793941076,,,,
0.17017017017017017,0.5424401771166518,,,,
0.17517517517517517,0.5436821471063148,,,,
0.18018018018018017,0.5449235741535944,,,,
0.18518518518518517,0.5461644430758775,,,,
0.19019019019019018,0.5474047387181747,,,,
0.19519519519519518,0.5486444459538501,,,,
0.20020020020020018,0.5498835496853492,,,,
0.20520520520520522,0.5511220348449237,,,,
0.21021021021021022,0.5523598863953525,,,,
0.21521521521521522,0.5535970893306603,,,,
0.22022022022022023,0.5548336286768326,,,,
0.22522522522522523,0.5560694894925274,,,,
0.23023023023023023,0.5573046568697834,,,,
0.23523523523523523,0.5585391159347248,,,,
0.24024024024024024,0.5597728518482629,,,,
0.24524524524524524,0.5610058498067936,,,,
0.2502502502502503,0.5622380950428911,,,,
0.2552552552552553,0.5634695728259992,,,,
0.2602602602602603,0.5647002684631162,,,,
0.2652652652652653,0.565930167299479,,,,
0.2702702702702703,0.5671592547192412,,,,
0.2752752752752753,0.5683875161461474,,,,
0.2802802802802803,0.5696149370442043,,,,
0.2852852852852853,0.5708415029183471,,,,
0.2902902902902903,0.5720671993151017,,,,
0.2952952952952953,0.5732920118232425,,,,
0.3003003003003003,0.5745159260744468,,,,
0.3053053053053053,0.5757389277439431,,,,
0.3103103103103103,0.576961002551157,,,,
0.3153153153153153,0.5781821362603513,,,,
0.3203203203203203,0.5794023146812612,,,,
0.3253253253253253,0.580621523669727,,,,
0.3303303303303303,0.581839749128319,,,,
0.3353353353353353,0.5830569770069608,,,,
0.34034034034034033,0.5842731933035457,,,,
0.34534534534534533,0.5854883840645487,,,,
0.35035035035035034,0.5867025353856349,,,,
0.35535535535535534,0.5879156334122607,,,,
0.36036036036036034,0.5891276643402726,,,,
0.36536536536536535,0.5903386144164985,,,,
0.37037037037037035,0.5915484699393357,,,,
0.37537537537537535,0.5927572172593328,,,,
0.38038038038038036,0.593964842779767,,,,
0.38538538538538536,0.595171332957216,,,,
0.39039039039039036,0.5963766743021239,,,,
0.39539539539539537,0.5975808533793633,,,,
0.40040040040040037,0.5987838568087903,,,,
0.40540540540540543,0.5999856712657957,,,,
0.41041041041041043,0.6011862834818494,,,,
0.41541541541541543,0.6023856802450404,,,,
0.42042042042042044,0.6035838484006102,,,,
0.42542542542542544,0.6047807748514816,,,,
0.43043043043043044,0.6059764465587817,,,,
0.43543543543543545,0.607170850542358,,,,
0.44044044044044045,0.6083639738812912,,,,
0.44544544544544545,0.6095558037143998,,,,
0.45045045045045046,0.6107463272407406,,,,
0.45545545545545546,0.611935531720103,,,,
0.46046046046046046,0.6131234044734967,,,,
0.46546546546546547,0.6143099328836346,,,,
0.47047047047047047,0.6154951043954093,,,,
0.4754754754754755,0.616678906516364,,,,
0.4804804804804805,0.6178613268171563,,,,
0.4854854854854855,0.6190423529320183,,,,
0.4904904904904905,0.6202219725592076,,,,
0.4954954954954955,0.6214001734614558,,,,
0.5,,,,,0.6224593312018546
0.5005005005005005,0.6225769434664076,,,,
0.5055055055055055,0.623752270467056,,,,
0.5105105105105106,0.6249261424221703,,,,
0.5155155155155156,0.626098547356719,,,,
0.5205205205205206,0.6272694733622853,,,,
0.5255255255255256,0.6284389085974773,,,,
0.5305305305305306,0.6296068412883312,,,,
0.5355355355355356,0.6307732597287097,,,,
0.5405405405405406,0.6319381522806922,,,,
0.5455455455455456,0.6331015073749608,,,,
0.5505505505505506,0.6342633135111783,,,,
0.5555555555555556,0.6354235592583607,,,,
0.5605605605605606,0.6365822332552437,,,,
0.5655655655655656,0.6377393242106421,,,,
0.5705705705705706,0.6388948209038036,,,,
0.5755755755755756,0.6400487121847556,,,,
0.5805805805805806,0.6412009869746459,,,,
0.5855855855855856,0.6423516342660777,,,,
0.5905905905905906,0.6435006431234372,,,,
0.5955955955955956,0.6446480026832151,,,,
0.6006006006006006,0.6457937021543219,,,,
0.6056056056056056,0.6469377308183973,,,,
0.6106106106106106,0.6480800780301119,,,,
0.6156156156156156,0.6492207332174638,,,,
0.6206206206206206,0.6503596858820678,,,,
0.6256256256256256,0.651496925599439,,,,
0.6306306306306306,0.6526324420192694,,,,
0.6356356356356356,0.653766224865698,,,,
0.6406406406406406,0.6548982639375758,,,,
0.6456456456456456,0.6560285491087218,,,,
0.6506506506506506,0.6571570703281755,,,,
0.6556556556556556,0.6582838176204409,,,,
0.6606606606606606,0.6594087810857249,,,,
0.6656656656656657,0.6605319509001694,,,,
0.6706706706706707,0.6616533173160766,,,,
0.6756756756756757,0.662772870662128,,,,
0.6806806806806807,0.6638906013435977,,,,
0.6856856856856857,0.6650064998425581,,,,
0.6906906906906907,0.6661205567180796,,,,
0.6956956956956957,0.6672327626064255,,,,
0.7007007007007007,0.6683431082212378,,,,
0.7057057057057057,0.6694515843537188,,,,
0.7107107107107107,0.6705581818728055,,,,
0.7157157157157157,0.6716628917253377,,,,
0.7207207207207207,0.6727657049362206,,,,
0.7257257257257257,0.6738666126085795,,,,
0.7307307307307307,0.6749656059239095,,,,
0.7357357357357357,0.6760626761422189,,,,
0.7407407407407407,0.6771578146021657,,,,
0.7457457457457457,0.6782510127211883,,,,
0.7507507507507507,0.6793422619956299,,,,
0.7557557557557557,0.6804315540008565,,,,
0.7607607607607607,0.6815188803913695,,,,
0.7657657657657657,0.6826042329009111,,,,
0.7707707707707707,0.6836876033425637,,,,
0.7757757757757757,0.6847689836088446,,,,
0.7807807807807807,0.6858483656717922,,,,
0.7857857857857857,0.6869257415830484,,,,
0.7907907907907907,0.688001103473934,,,,
0.7957957957957957,0.6890744435555172,,,,
0.8008008008008007,0.690145754118678,,,,
0.8058058058058059,0.6912150275341651,,,,
0.8108108108108109,0.6922822562526473,,,,
0.8158158158158159,0.6933474328047594,,,,
0.8208208208208209,0.6944105498011415,,,,
0.8258258258258259,0.695471599932473,,,,
0.8308308308308309,0.6965305759695004,,,,
0.8358358358358359,0.6975874707630596,,,,
0.8408408408408409,0.6986422772440919,,,,
0.8458458458458459,0.6996949884236552,,,,
0.8508508508508509,0.7007455973929283,,,,
0.8558558558558559,0.7017940973232105,,,,
0.8608608608608609,0.7028404814659149,,,,
0.8658658658658659,0.7038847431525566,,,,
0.8708708708708709,0.7049268757947343,,,,
