t,S_h=0.5_x,I_h=0.5_x,R_h=0.5_x,S_h=0.5_y,I_h=0.5_y,R_h=0.5_y,S_h=0.5_x,I_h=0.5_x,R_h=0.5_x,S_h=0.5_y,I_h=0.5_y,R_h=0.5_y
39.0,0.14267649935687785,0.017968127207278976,0.8446243265248256,0.18825334066609511,0.03774576903475511,0.785919479780643,0.2270209734053617,0.059132805098832134,0.7286047172588426,0.26244058823277505,0.08058698169369427,0.6709534647268642
39.5,0.14277002993803684,0.017536059160453286,0.844956620495221,0.18827064516777905,0.037154397272740856,0.7864642517455531,0.22692951639292738,0.058479273586452205,0.7292946462096856,0.2622704794503455,0.07994977265998342,0.6716908327149654
40.0,0.1428669667799365,0.017121136895262578,0.8452684424743867,0.1882920310572577,0.03658020169255942,0.7869881925343669,0.22684266178815873,0.05784078828998915,0.7299658054142506,0.2621049996419752,0.0793247340544212,0.6724126108782214
40.5,0.1429670366967309,0.016722527559021073,0.8455608965741847,0.18831725397171403,0.0360225187176985,0.7874921988557169,0.22676020281929998,0.05721685451552944,0.7306188718274814,0.26194398040155065,0.07871150921789369,0.6731192888688701
41.0,0.14306998439859916,0.016339443639209705,0.8458350237375593,0.18834608373173908,0.03548071545401756,0.7879771229771951,0.22668194335379568,0.05660699815048389,0.7312544921524804,0.26178726110513817,0.07810975540949276,0.6738113360896173
41.5,0.14317557128572722,0.015971140308127765,0.8460918055968513,0.18837830344340858,0.03495418807664631,0.7884437752155619,0.22660769726418978,0.05601076464252784,0.7318732844463927,0.2616346884739139,0.07751914313220179,0.6744892027290227
42.0,0.14328357432960998,0.015616912929970049,0.8463321680825351,0.18841370866352047,0.034442360310167126,0.7888929262717611,0.2265372878373288,0.05542771803680793,0.7324758396277753,0.2614861161659914,0.0769393554974665,0.6751533207339383
42.5,0.14339378503477385,0.015276094720304655,0.8465569847992962,0.18845210662305883,0.0339446819963137,0.7893253094213449,0.22647054722352508,0.05485744006768596,0.7330627228922934,0.26134140439494963,0.07637008762605742,0.675804104723415
43.0,0.14350600847461734,0.014948054548513133,0.8467670801851721,0.18849331550436899,0.03346062774378748,0.7897416225701541,0.22640731592262497,0.054299529301553476,0.7336344750430732,0.26120041957305334,0.07581104608282493,0.6764419528481672
43.5,0.14362006239561004,0.01463219487431331,0.8469632324683953,0.1885371637679195,0.032989695655138804,0.7901425301843473,0.22634744230418521,0.05375360032749297,0.7341916137415335,0.26106303397732805,0.07526194834312852,0.6770672475993431
44.0,0.14373577638458174,0.014327949810017348,0.8471461764355341,0.18858348952487558,0.03253140612598411,0.790528665103218,0.22629078215920062,0.05321928299278523,0.7347346346840987,0.26092912543680796,0.07472252228888626,0.6776803565700716
44.5,0.14385299109427885,0.014034783300683135,0.8473166060236019,0.1886321399520275,0.03208530071213291,0.7909006302426196,0.2262371982810388,0.05269622168047003,0.735264012709748,0.2607985770394111,0.07419250573234179,0.6782816331729691
45.0,0.14397155752276494,0.013752187414795947,0.8474751767478985,0.18868297074590437,0.03165094106048238,0.7912590001962526,0.22618656007343155,0.05218407462635955,0.7357802028430346,0.26067127685702796,0.07367164596578397,0.6788714173165539
45.5,0.14409133634261612,0.013479680738570716,0.8476225079765515,0.18873584561316564,0.03122790789980324,0.7916043227415412,0.2261387431835499,0.05168251327308,0.7362836412768117,0.26054711768751965,0.07315969933558311,0.6794500360433008
46.0,0.14421219727618736,0.013216806867393191,0.8477591850619364,0.18879063579460176,0.030815800087788052,0.7919371202563521,0.2260936291583515,0.051191221658882534,0.7367747462986368,0.2604259968124338,0.07265643083902214,0.6800178041318519
46.5,0.14433401851353525,0.012963132988322272,0.8478857613384881,0.18884721962029086,0.03041423371096524,0.7922578910523493,0.22605110512253232,0.05070989583911657,0.7372539191644967,0.26030781576933565,0.07216161374251313,0.6805750246657012
47.0,0.14445668616985452,0.01271824854795639,0.8480027599957114,0.18890548209365846,0.030022841234299557,0.7925671106303886,0.22601106347655045,0.05023824333839885,0.7377215449232529,0.26019248013773855,0.07167502921988314,0.6811219895705389
47.5,0.14458009377954217,0.012481764000324953,0.8481106758346302,0.18896531450236212,0.02964127069750136,0.7928652328629586,0.22597340161331161,0.049775982631643595,0.7381779931949647,0.26007989933770415,0.07119646600951028,0.6816589801222286
48.0,0.1447041418242258,0.012253309629802851,0.8482099769153231,0.18902661405409246,0.02926918495525738,0.7931526911083269,0.22593802165221158,0.049322842652239365,0.7386236189060015,0.2599699864402475,0.07072572008917204,0.6821862674272939
48.5,0.14482873729231058,0.012032534444362376,0.8483011061026812,0.18908928353552956,0.028906260958771846,0.7934298992607368,0.2259048301893404,0.048878562325771646,0.7390587629836703,0.25986265798875385,0.07026259436754531,0.682704112877622
49.0,0.14495379326778413,0.011819105134774412,0.8483844825170227,0.18915323099282946,0.028552189076172324,0.7936972527406884,0.2258737380627377,0.04844289012779449,0.7394837530128898,0.2597578338306697,0.06980689839137237,0.6832127685810044
49.5,0.1450792285461986,0.01161270509564935,0.8484605028957671,0.18921836943214387,0.028206672449489312,0.7939551294290608,0.22584466013167842,0.04801558366425107,0.739898903857247,0.2596554369587903,0.06935844806737067,0.6837124777689783
50.0,0.14520496727590695,0.01141303350446989,0.8485295428719118,0.18928461653878906,0.027869426386062244,0.7942038905485904,0.225817515069042,0.04759640927323418,0.7403045182466413,0.2595553933615145,0.06891706539802654,0.6842034751833707
