t,alpha=0.99,alpha=0.95,alpha=0.9,alpha=0.85,alpha=0.75,alpha=0.5,alpha=0.25,alpha=0.05,alpha=0.01
0.8200000000000001,1.0000859102754531,1.0016786473959514,1.0049095102693009,1.0080290287805782,1.0115560291441776,1.0077358501491698,1.0020200055411013,1.000188958359999,1.0000318244848432
0.8250000000000001,1.0000859067836865,1.0016781710907763,1.004906625403932,1.0080218712225568,1.0115387051967422,1.007712503110065,1.0020108417832936,1.000187871674808,1.0000316337362332
0.8300000000000001,1.000085903302784,1.0016776975946209,1.0049037590578431,1.008014762274318,1.0115215103133628,1.0076893661849133,1.0020017744417709,1.000186797740218,1.0000314452719457
0.835,1.0000858998327384,1.0016772268754888,1.0049009110056268,1.0080077013225428,1.0115044427737507,1.0076664362410002,1.0019928019319435,1.0001857363312512,1.0000312590511236
0.84,1.0000858963735422,1.0016767589019249,1.0048980810259034,1.0080006877651844,1.0114875008905335,1.0076437102106164,1.0019839227045257,1.0001846872282143,1.000031075033879
0.845,1.0000858929251824,1.0016762936429953,1.0048952689012198,1.0079937210111867,1.0114706830084492,1.0076211850893284,1.001975135244541,1.000183650216542,1.0000308931812656
0.85,1.000085889487649,1.0016758310682783,1.0048924744179561,1.0079868004802306,1.0114539875035378,1.0075988579343118,1.001966438070367,1.0001826250866497,1.0000307134552497
0.855,1.000085886060927,1.0016753711478585,1.004889697366242,1.0079799256024677,1.0114374127823822,1.00757672586274,1.0019578297328111,1.0001816116337883,1.0000305358186843
0.86,1.0000858826449999,1.001674913852302,1.0048869375398695,1.0079730958182844,1.0114209572813542,1.007554786050213,1.0019493088142184,1.0001806096579058,1.000030360235283
0.865,1.0000858792398497,1.001674459152663,1.0048841947362042,1.0079663105780579,1.0114046194658948,1.0075330357292516,1.0019408739276017,1.0001796189635122,1.000030186669596
0.87,1.0000858758454585,1.0016740070204622,1.004881468756111,1.007959569341917,1.0113883978298128,1.007511472187824,1.0019325237158128,1.0001786393595509,1.000030015086985
0.875,1.0000858724618047,1.0016735574276807,1.0048787594038668,1.0079528715795225,1.0113722908945988,1.0074900927679322,1.001924256850728,1.0001776706592735,1.0000298454536014
0.88,1.000085869088868,1.0016731103467515,1.0048760664870928,1.0079462167698428,1.0113562972087662,1.0074688948642319,1.001916072032471,1.000176712680118,1.0000296777363622
0.885,1.0000858657266236,1.0016726657505464,1.0048733898166702,1.0079396044009408,1.0113404153472052,1.007447875922699,1.0019079679886556,1.0001757652435912,1.0000295119029305
0.89,1.0000858623750493,1.0016722236123679,1.0048707292066759,1.007933033969767,1.0113246439105694,1.0074270334393391,1.0018999434736482,1.0001748281751572,1.000029347921693
0.895,1.0000858590341157,1.0016717839059415,1.004868084474303,1.007926504981956,1.0113089815246574,1.0074063649589322,1.0018919972678666,1.0001739013041282,1.0000291857617403
0.9,1.0000858557037984,1.0016713466054066,1.0048654554398015,1.0079200169516311,1.0112934268398341,1.00738586807382,1.001884128177089,1.0001729844635574,1.0000290253928479
0.905,1.0000858523840666,1.0016709116853078,1.0048628419264032,1.0079135694012138,1.0112779785304575,1.007365540422726,1.0018763350317916,1.000172077490137,1.0000288667854564
0.91,1.0000858490748927,1.0016704791205848,1.0048602437602618,1.0079071618612345,1.0112626352943233,1.0073453796896148,1.0018686166865056,1.000171180224101,1.0000287099106546
0.915,1.0000858457762483,1.001670048886568,1.0048576607703876,1.007900793870158,1.0112473958521224,1.0073253836025842,1.0018609720191891,1.000170292509127,1.0000285547401604
0.92,1.0000858424881018,1.0016696209589673,1.0048550927885824,1.0078944649742052,1.0112322589469271,1.0073055499327856,1.0018533999306325,1.0001694141922455,1.0000284012463045
0.925,1.0000858392104204,1.0016691953138637,1.0048525396493877,1.0078881747271797,1.0112172233436716,1.0072858764933847,1.001845899343864,1.00016854512375,1.0000282494020143
0.93,1.0000858359431724,1.0016687719277093,1.0048500011900177,1.0078819226903093,1.0112022878286617,1.007266361138549,1.0018384692035878,1.00016768515711,1.0000280991807968
0.935,1.0000858326863222,1.0016683507773068,1.0048474772503055,1.0078757084320726,1.011187451209098,1.0072470017624626,1.0018311084756357,1.0001668341488865,1.000027950556724
0.9400000000000001,1.0000858294398403,1.0016679318398154,1.004844967672653,1.007869531528054,1.0111727123125973,1.007227796298371,1.0018238161464281,1.0001659919586512,1.000027803504418
0.9450000000000001,1.000085826203687,1.0016675150927374,1.0048424723019678,1.0078633915607793,1.0111580699867542,1.007208742717659,1.0018165912224644,1.0001651584489086,1.0000276579990353
0.9500000000000001,1.0000858229778307,1.001667100513911,1.0048399909856167,1.0078572881195762,1.011143523098678,1.0071898390289438,1.0018094327298175,1.0001643334850174,1.0000275140162547
0.9550000000000001,1.0000858197622338,1.0016666880815037,1.0048375235733733,1.0078512208004273,1.0111290705345826,1.0071710832772085,1.0018023397136502,1.0001635169351184,1.000027371532262
0.96,1.0000858165568602,1.0016662777740097,1.0048350699173678,1.0078451892058238,1.011114711199348,1.0071524735429456,1.0017953112377407,1.0001627086700642,1.0000272305237374
0.965,1.0000858133616732,1.0016658695702378,1.0048326298720358,1.0078391929446306,1.0111004440161366,1.0071340079413378,1.0017883463840311,1.000161908563345,1.0000270909678433
0.97,1.0000858101766334,1.001665463449311,1.004830203294075,1.0078332316319547,1.011086267925974,1.0071156846214526,1.0017814442521735,1.000161116491027,1.0000269528422105
0.975,1.0000858070017027,1.0016650593906573,1.004827790042399,1.0078273048890158,1.0110721818873736,1.0070975017654635,1.0017746039591104,1.0001603323316817,1.0000268161249282
0.98,1.0000858038368448,1.0016646573740038,1.0048253899780888,1.0078214123430096,1.0110581848759668,1.0070794575878952,1.0017678246386508,1.0001595559663283,1.0000266807945302
0.985,1.0000858006820215,1.0016642573793726,1.0048230029643477,1.0078155536269975,1.0110442758841214,1.0070615503348839,1.0017611054410627,1.0001587872783673,1.0000265468299854
0.99,1.0000857975371915,1.001663859387072,1.004820628866471,1.0078097283797747,1.0110304539206014,1.0070437782834618,1.0017544455326803,1.000158026153523,1.000026414210686
0.995,1.000085794402315,1.001663463377695,1.0048182675517863,1.0078039362457614,1.011016718010209,1.007026139740864,1.0017478440955259,1.0001572724797876,1.0000262829164368
1.0,1.0000857912773544,1.001663069332112,1.004815918889626,1.0077981768748763,1.011003067193452,1.007008633043847,1.0017413003269309,1.0001565261473617,1.0000261529274455
