t,I_alpha=0.95_perturbation=0.1,I_alpha=0.95_perturbation=0.01,I_alpha=0.95_perturbation=0.001,I_alpha=0.95_perturbation=-0.1,I_alpha=0.95_perturbation=-0.01,I_alpha=0.95_perturbation=-0.001,I_alpha=0.9_perturbation=0.1,I_alpha=0.9_perturbation=0.01,I_alpha=0.9_perturbation=0.001,I_alpha=0.9_perturbation=-0.1,I_alpha=0.9_perturbation=-0.01,I_alpha=0.9_perturbation=-0.001,I_alpha=0.8_perturbation=0.1,I_alpha=0.8_perturbation=0.01,I_alpha=0.8_perturbation=0.001,I_alpha=0.8_perturbation=-0.1,I_alpha=0.8_perturbation=-0.01,I_alpha=0.8_perturbation=-0.001,I_alpha=0.7_perturbation=0.1,I_alpha=0.7_perturbation=0.01,I_alpha=0.7_perturbation=0.001,I_alpha=0.7_perturbation=-0.1,I_alpha=0.7_perturbation=-0.01,I_alpha=0.7_perturbation=-0.001
0.5,0.2056541606685578,0.19958439876152143,0.19898275674913907,0.19229896440470212,0.19824874975531356,0.19884919171912846,0.20661988492493832,0.20026908942590746,0.19964000750904268,0.19265691258887194,0.19887263072113354,0.19950036147707864,0.20899253817262226,0.20206948598456095,0.20138456784373898,0.1937932273427163,0.200549301484307,0.2012325491402572,0.2105196756091371,0.2031141789305667,0.20238220448669747,0.19427915511685703,0.20148973567398795,0.20221975976973067
0.55,0.20596623952003307,0.19936632178487207,0.19871268576653886,0.1914585665725206,0.1979153875340718,0.19856759217448874,0.20687440046755357,0.20000612605843124,0.19932635628512352,0.191788151510607,0.19849729506477548,0.19917547297963842,0.2090712091380564,0.20166882669267067,0.20093705348778135,0.19283404479355878,0.20004479398680716,0.2007746499008693,0.21031905589720926,0.20249763635122847,0.2017250412704502,0.19317921037791588,0.2007831757355893,0.20155359473268358
0.6000000000000001,0.20624348949258234,0.19912504557926675,0.19842062481510958,0.19061040603963558,0.19756152566326282,0.19826427261191898,0.20708903101940979,0.19971837447719634,0.19898945695034387,0.19091389327599692,0.19810060216330258,0.19882767946038504,0.20910382545353723,0.20124386794506244,0.20046740583921072,0.19187702636250192,0.19952079961589514,0.20029509861779904,0.21007649275334142,0.20186593137050207,0.20105534127517996,0.19209564926976272,0.20006727639815175,0.2008754752071326
0.65,0.2064865466126288,0.19886109718594835,0.198107081514448,0.18975467445904035,0.197187646015625,0.19793973613343374,0.20726512882773543,0.19940672514153365,0.19863014468552795,0.19003424718018203,0.19768331747916626,0.19845780359975226,0.2090931117808434,0.20079600791623028,0.1999768822130584,0.1909217518695292,0.1989784015614931,0.19979512110711842,0.20979548161760628,0.2012202230374216,0.2003740263073252,0.1910266867279545,0.19934266861809966,0.20018627019021032
0.7000000000000001,0.20669599079667794,0.19857497435660038,0.19777253729863364,0.18889157741666343,0.19679420817657306,0.19759446035575157,0.20740389475653997,0.19907198868062634,0.19824918269753938,0.18914934722537793,0.19724614427320775,0.1980665978670862,0.2090414546455858,0.20032649917895815,0.19946661473625205,0.18996791872898394,0.1984185830527728,0.19927582256095908,0.20947906174080655,0.20056157565957436,0.19968196067581773,0.18997091087715137,0.1986099716348133,0.1994867994840694
0.75,0.2068723617770838,0.19826715328091996,0.19741745430117588,0.1880213314988176,0.19638165529273152,0.1972289041073452,0.20750641643775808,0.19871491604993496,0.19784728051014416,0.1882593485801216,0.19678973959823007,0.1976547623952293,0.20895098147361119,0.19983648335153464,0.1989376403847803,0.18901531811772418,0.19784225171856376,0.19873821655599683,0.20912991564784578,0.19989097594209362,0.19897995986628442,0.18892719395072402,0.19786979124318602,0.19877784048342842
0.8,0.2070161702442734,0.19793809379761404,0.19704227995514642,0.1871441617461047,0.19595041792025059,0.1968435118923116,0.20757369463977735,0.19833621190720827,0.19742510598793228,0.18736442371063278,0.19631472465661048,0.1972229567026076,0.20882361503283256,0.19932701362305433,0.19839092018266224,0.18806381517707121,0.19725025468768415,0.1981832435099226,0.2087504385192309,0.19920934341227045,0.19826879489522264,0.1878946264636674,0.19712271668664122,0.19806013117657745
0.8500000000000001,0.20712790585062282,0.19758824302475217,0.19664745017194987,0.18626029952390918,0.19550091664738298,0.196438716968371,0.20760666207592995,0.19793654384582265,0.19698329356879274,0.18646475879049926,0.19582169179819994,0.19677180770216576,0.20866111235073959,0.19879907019519324,0.1978273521876182,0.18711333310160821,0.19664338854613891,0.19761178311865427,0.2083427886247181,0.19851753757249185,0.1975491950003719,0.1868724682540664,0.19636931786130837,0.19733437184086386
0.9,0.2072080430809625,0.1972180379561782,0.19623339159855344,0.18536998076955602,0.19503356393357502,0.19601494352836932,0.20760619717355497,0.19751654898599813,0.19652245010094183,0.18556055057845328,0.1953112094260854,0.1963019153698541,0.2084650934054794,0.19825357136624078,0.19724778072514634,0.18616384052516077,0.1960224062884046,0.19702466317713574,0.20790892522888785,0.19781636334392505,0.19682184973268008,0.18586011174155365,0.19561014328651022,0.19660122638733038
0.9500000000000001,0.20725704562836558,0.1968279073574689,0.19580052325541106,0.184473444558137,0.19454876542892646,0.19557260828055678,0.20757313437278352,0.19707683881636942,0.19604315910755044,0.18465200378510815,0.19478382554795248,0.19581385688023775,0.20823706283152865,0.19769138180639384,0.19665300324609578,0.18521534156691105,0.19538802242414596,0.19642266612005052,0.2074506378690884,0.1971065755348371,0.1960874108595119,0.18485705408042738,0.1948457188530582,0.19586132369191395
1.0,0.20727536969516966,0.19641827317275778,0.19534925774501788,0.18357093193016344,0.19404692093768885,0.1951121216128139,0.2075082719680169,0.19661800283804484,0.19554598398376927,0.18373932888582903,0.1942400704196763,0.19530818970347746,0.20797842670373148,0.1971133189449407,0.19604377561072642,0.18426786797782505,0.19474091689874093,0.19580653405921178,0.20696956948515438,0.19638888269090682,0.19534649421900557,0.18386287584276137,0.1940765472222041,0.1951152590046592
1.05,0.20726346650370822,0.19598955158091488,0.19488000215461318,0.18266268493159046,0.19352842513092489,0.19463388846100588,0.20741237816705854,0.1961406113649275,0.19503147044690372,0.18282274031794643,0.19368045856130173,0.19478545397707236,0.20769050576044865,0.19652015803946812,0.19542081628793265,0.1833214729311419,0.1940817382161327,0.19517697278814847,0.20646723503975756,0.1956639505094591,0.19459968155808993,0.18287722454182873,0.1933031077242307,0.19436359543616563
1.1,0.20722178421456133,0.1955421537946056,0.19439315873585514,0.18174894582530768,0.1929936680780035,0.19413830896190407,0.20728619583029478,0.19564521771420929,0.19450014845014005,0.18190245499999874,0.19310549032690733,0.1942461743575244,0.20737454599073854,0.19591263629379488,0.19478480977875273,0.18237622609711554,0.19341110600230507,0.19453465505016515,0.20594503674978432,0.19493240491607908,0.19384752234772565,0.18189980177946358,0.19252585662138566,0.19360686549145564
1.1500000000000001,0.20715076939308483,0.19507648666709324,0.193889125418542,0.18082995644105135,0.19244303564443788,0.19362577894601354,0.2071304462145547,0.1951323599461253,0.19395253370186172,0.18097869111706946,0.19251565314943223,0.1936908614901629,0.2070317272312231,0.1952914562688355,0.19413640946689997,0.18143220972236707,0.19272961316110732,0.19388022326336615,0.20540427671730685,0.19419483486154646,0.19309053555824807,0.18093035313372338,0.1917452276258055,0.19284557261741125
1.2000000000000002,0.20705086812647397,0.19459295315286237,0.1933682961986977,0.17990595763733797,0.19187690978929892,0.19309669030933993,0.20694583195455932,0.19460256226395067,0.19338912888897802,0.1800516671245728,0.1919114225434355,0.1931200131927502,0.2066631702340294,0.19465728875427693,0.19347624003384678,0.1804895154977097,0.19203782772260378,0.19321429183340377,0.2048461675293165,0.19345179487687889,0.19232921137795464,0.17996866013867094,0.19096163258842247,0.19208019273474405
1.25,0.20692252686702609,0.19409195265551044,0.19283106143013765,0.17897718885441327,0.19129566878600288,0.19255143129224678,0.2067330394523247,0.19405633615345827,0.19281042467408843,0.17912160093095134,0.19129326292405577,0.19253411542059598,0.20626994254239409,0.19401077521987392,0.19280489953470847,0.17954824204749012,0.19133629445243036,0.1925374491451646,0.20427184124610331,0.19270380741389154,0.19156401286194405,0.1790145338761134,0.19017546229620233,0.1913111757324985
1.3,0.20676619305853688,0.19357388128765204,0.19227780804096628,0.1780438877415078,0.1906996873838772,0.19199038668612048,0.20649274080131225,0.19349418131956625,0.19221690051709,0.17818870922692343,0.19066162828401903,0.1919336430622007,0.20585306342400214,0.19335252993265503,0.1921229612042335,0.17860849291120884,0.1906255362705494,0.19185025929891192,0.2036823570939917,0.19195136499301152,0.19079537750265,0.17806780982014256,0.18938708733191487,0.19053894690977816
1.35,0.20658231558932405,0.1930391320614722,0.1917089196910999,0.17710628984508656,0.19008933692347485,0.19141393798337122,0.2062255953411613,0.19291658646303025,0.19160902535862348,0.17725320693496857,0.19001696275936994,0.19131906060160545,0.20541350805088618,0.19268314180420348,0.1914309750441144,0.17767037491700396,0.18990605551466375,0.19115326363920596,0.20307870810380652,0.19119493217670758,0.1900237187174227,0.177128343663317,0.18859685896350162,0.18976390835491813
1.4000000000000001,0.2063713451055627,0.19248809502417716,0.19112477688308538,0.17616462834744406,0.18946498541547474,0.19082246348259657,0.20593225091646344,0.1923240299295401,0.19098725819348,0.17631530675770987,0.18935970110683456,0.19069082267462406,0.20495221107054676,0.19200317601672579,0.190729469230346,0.1767339968686265,0.18917833507471968,0.19044698211310357,0.20246182688234365,0.1904349473846386,0.18924942725158234,0.17619600791791898,0.1878051100397198,0.1889864402565853
1.4500000000000002,0.20613373421135614,0.19192115734939827,0.19052575703570584,0.17521913384710122,0.18882699759074523,0.1902163383580547,0.2056133448965976,0.19171698025602327,0.19035204855545187,0.17537521880789358,0.18869026911021494,0.1900493745397026,0.20447006968055328,0.1913131754655787,0.190018951370529,0.17579946848442018,0.188442839418807,0.18973191448579482,0.20183259066405002,0.18967182456493256,0.18847287249762038,0.17527068913358476,0.18701215587584993,0.1882069021444207
1.5,0.20586993757650363,0.19133870339323306,0.18991223452781672,0.17427003417410789,0.1881757349274858,0.18959593470061056,0.2052695050013934,0.1910958966334294,0.18970383693027648,0.1744331503059164,0.1880090839292327,0.18939515247946817,0.20396794629476006,0.19061366204786429,0.1892999096346126,0.17486689953982285,0.18770001552641813,0.18900854143581022,0.20119182575997469,0.18890595473461202,0.18769440373279442,0.17435228560839283,0.1862182951184522,0.18742563405906573
1.55,0.20558041196877833,0.1907411147218223,0.18928458071831347,0.17331755423466422,0.1875115556601268,0.18896162153583554,0.20490134996813564,0.19046122930115714,0.18904305510974273,0.17348930533346663,0.1873165544013153,0.18872858414556928,0.20344667087105406,0.18990513782070495,0.18857281377784352,0.17393639917494927,0.18695029374184927,0.1882773255474786,0.20054031149806012,0.18813770740096764,0.18691435127838404,0.17344070549748372,0.18542381058194624,0.18664295765293623
1.6,0.20526561622433004,0.1901287701160048,0.18864316394696204,0.17236191588051017,0.18683481477372724,0.1883137648238127,0.2045094900883462,0.18981341988518471,0.18837012649733625,0.1725438846339471,0.18661308130462947,0.18805008885681115,0.2029070429566247,0.18918808604826426,0.1878381160711096,0.17300807533662252,0.18619408855815578,0.1875387122149623,0.19987878373108195,0.18736743187457983,0.1861330275844972,0.1725358652438078,0.1846289700525161,0.18585917722411685
1.6500000000000001,0.20492601116733672,0.1895020455575356,0.1879883495199211,0.17140333779935388,0.1861458639868914,0.18765272744432848,0.2040945276373078,0.18915290168959206,0.18768546637374994,0.17159708545203511,0.18589905758901193,0.18736007785860395,0.2023498334959773,0.18846297215308241,0.18709625215113174,0.1720820343303161,0.18543179934025844,0.18679313046962293,0.19920793797466985,0.18659545848368922,0.18535072824464488,0.17163768827132617,0.1838340270568096,0.18507458068636642
1.7000000000000002,0.20456205948806924,0.1888613142005362,0.18732049968307918,0.17044203542327202,0.1854450517256637,0.18697886917045312,0.20365705721501615,0.18848009994932616,0.18698948212900082,0.1706491014060943,0.1851748685801713,0.18665895455022313,0.20177578643849753,0.18773024458456705,0.18634764180081204,0.17115838046225462,0.1846638109943893,0.18604099374046257,0.1985284322268942,0.18582209969870006,0.18456773294441986,0.17074610389313247,0.1830392215942896,0.18428944047858106
1.75,0.20417422558697934,0.1882069463311899,0.1866399735857738,0.16947822085254433,0.18473272309042132,0.1862925466329796,0.20319766601387734,0.18779543205062604,0.18628257346665913,0.1697001223882541,0.1844408921615463,0.18594711468517913,0.20118562017573763,0.1869903356153192,0.18559268966835676,0.17023721575569647,0.18389049458994447,0.18528270055579774,0.19784088951217996,0.1850476511747561,0.18378430634858872,0.16986104639641056,0.18224478083307727,0.18350401441721212
1.8,0.20376297539116894,0.18753930931818316,0.1859471272370162,0.16851210279281031,0.1840092198174303,0.18559411327775813,0.20271693402577615,0.1870993077243858,0.18556513258471571,0.16875033448786148,0.18369749893742202,0.18522494654905886,0.20058002883331696,0.1862436620742501,0.18483178593243857,0.16931863972842007,0.18311220793891267,0.18451863519304967,0.19714590018530034,0.1842723927195706,0.1830006989307947,0.16898245427353348,0.1814509197698039,0.18271854649517025
1.85,0.20332877614859163,0.1868587675559714,0.18524231345598857,0.16754388650378413,0.1832748802364503,0.18488391931762682,0.20221543419898996,0.1863921292168251,0.18483754433683763,0.16779991993473414,0.18294505238028863,0.18449283111844775,0.1999596834380936,0.18549062602404948,0.18406530691955886,0.16840274922082102,0.18232929613731588,0.18374916828250257,0.1964440240255322,0.18349658919299164,0.18221714774988162,0.16811026957443692,0.18065784185444245,0.18193326763067527
1.9000000000000001,0.20287209620451063,0.18616568240260803,0.18452588181828888,0.1665737737580462,0.18253003922554262,0.18416231168035316,0.2016937325536756,0.18567429144110886,0.18410018637713157,0.16684905705923442,0.1821839089649232,0.18375114220393765,0.19932523297784394,0.1847316153894277,0.18329361567887797,0.1674896382659431,0.1815420920724923,0.18297465737003515,0.19573579214642395,0.1827204913441549,0.18143387717664053,0.16724443736001537,0.17986573958138816,0.18114839636939575
1.9500000000000002,0.20239340476406004,0.18546041211360106,0.18379817859916217,0.16560196280865846,0.1817750281640479,0.1834296339537757,0.20115238826323562,0.1849461821129591,0.1833534292910284,0.16589792026666747,0.18141441829127575,0.18300024657973663,0.198677305367905,0.18396700454162054,0.18251706251903357,0.1665793979943058,0.18075091689954834,0.18219544744313268,0.19502170874283112,0.1819443365915119,0.18065109957454645,0.16638490523997274,0.17907479504823814,0.18036413954305983
2.0,0.20189317164419596,0.1847433117730258,0.18305954671476005,0.16462864836454288,0.18101017488454485,0.1826862263291468,0.20059195370770708,0.18420818187281937,0.1825976367144827,0.16494668002390342,0.18063692319790592,0.1822405041019942,0.19801650833695655,0.1831971548438686,0.18173598551085587,0.16567211656763658,0.17995608048988435,0.1814118714239047,0.1943022526937334,0.18116834975050383,0.17986901593781374,0.1655316229815078,0.178285180483819,0.17958069288754633
2.0500000000000003,0.20137186701785267,0.18401473322293668,0.18231032566230557,0.16365402157271697,0.18023580362447267,0.1819324255435174,0.2000129745043475,0.18346066439673095,0.18183316544334222,0.16399550285645204,0.17985175986744573,0.18147226781762663,0.1973434302422461,0.18242241516193963,0.18095071095936593,0.16476787913662672,0.17915788185434023,0.18062425063234372,0.19357787903674117,0.18039274371319694,0.17908781648986383,0.16468454217759554,0.17749705874704794,0.17879824162327454
2.1,0.20082996115272597,0.1832750249919573,0.18155085145990724,0.16267827000661045,0.1794522349779902,0.1811685648218759,0.19941598951979989,0.18270399649774655,0.18106036553445232,0.16304455135448903,0.17905925792533708,0.18069588406515225,0.19665864082300807,0.1816431223432178,0.18016155384801033,0.1638667678186569,0.17835660954320146,0.17983289522265067,0.19284902032801884,0.17961772008377816,0.1783076812450694,0.16384361596554636,0.1767105837982167,0.17801696100052697
2.15,0.20026792414677289,0.18252453222379417,0.18078145658664652,0.16170157765979498,0.17865978584855555,0.1803949738196404,0.19880153086754593,0.18193853821943157,0.18027958039982808,0.16209398418655832,0.17825974053290677,0.17991169256881925,0.19596269189953971,0.18085960166742693,0.17936881825771459,0.16296886169211053,0.17755254202504467,0.17903810459509878,0.1921160878995253,0.17884346977344093,0.1775287805364198,0.16300879878809652,0.1759259011442523,0.17723701681215273
2.2,0.19968622566223065,0.1817635966063068,0.18000246992346913,0.16072412494454813,0.17785876940263046,0.17961197856601213,0.19817012389379743,0.18116464292277157,0.17949114689502602,0.16114395611986343,0.17745352447568008,0.1791200265271151,0.19525611802431464,0.18007216727166744,0.17857279776302357,0.16207423680445196,0.17674594804617952,0.17824016778561314,0.19137947302392594,0.17807017355785917,0.1767512755115508,0.16218004619055854,0.17514314825946248,0.17645856587592437
2.25,0.1990853346597171,0.18099255630166716,0.17921421669532522,0.15974608869475032,0.17704949502485035,0.1788199014086148,0.19752228715450634,0.18038265736760734,0.17869539540267734,0.16019461804621635,0.17664092024770175,0.17832121269658732,0.19453943709061478,0.17928112255211562,0.17777377580732504,0.16118296619170103,0.1759370869722443,0.1774393638349829,0.19063954799622315,0.177298002600148,0.17597531859938623,0.1613573146486133,0.17436245498321074,0.17568175648865045
2.3000000000000003,0.19846571913376307,0.18021174587806105,0.17841701841493415,0.15876764217267447,0.1762322682749417,0.17801906095977887,0.19685853238576803,0.17959292178955283,0.17789264991200826,0.1592461170128458,0.17582223213252188,0.17751557147176783,0.1938131509033963,0.17848676054444973,0.176972026058924,0.16029511990731746,0.1751262091133484,0.1766359621394061,0.18989666714003856,0.17652711894194323,0.17520105394946067,0.1605405614221904,0.17358394389589837,0.17490672885398956
2.35,0.19782784585094623,0.1794214962433103,0.17761119282848745,0.15778895507928387,0.17540739084662338,0.17720977204477045,0.19617936446955553,0.17879576997321617,0.177083228095045,0.15829859625737663,0.1749977582814056,0.17670341696187558,0.19307774571646083,0.17768936428482657,0.17616781274953125,0.15941076505882054,0.17431355603400484,0.17583022278387297,0.1891511677455282,0.17575767596499425,0.17442861784583208,0.15972974443159738,0.1728077306745594,0.17413361548576226
2.4000000000000004,0.19717218009163742,0.17862213458073473,0.17679705386354966,0.15681019356769693,0.17457516052868258,0.176392345652212,0.1954852813964326,0.17799152932241472,0.17626744138010556,0.1573521952463869,0.17416779078924488,0.1758850570648756,0.19233369273945697,0.17688920715302137,0.17536139099656,0.15852996585073603,0.17349936084896714,0.17502239685973078,0.1884033709450945,0.1749898188254453,0.17365813909733557,0.15892482215265594,0.1720339244292978,0.17336254158842168
2.45,0.19649918539623404,0.17781398428751852,0.17597491157937556,0.15583152025952093,0.1737358711683847,0.17556708888690145,0.19477677422664016,0.1771805209279821,0.17544559502308618,0.15640704971702804,0.17333261576857928,0.17506079353938572,0.1915814486177735,0.1760865531991607,0.17455300711046953,0.1576527836326761,0.1726838485059746,0.17421272676762875,0.1876535825323553,0.17422368486279025,0.17288973940579572,0.15812575352809327,0.17126262802172726,0.17259362541621381
2.5,0.19580932331662984,0.1769973649158006,0.17514507211981703,0.15485309426378427,0.17288981263734024,0.17473430492519532,0.1940543270507414,0.17636305963367047,0.17461798817697893,0.15546329172126064,0.17249251342207267,0.17423092207484892,0.1908214558879823,0.17528165745532576,0.17374289888826772,0.15677927695154653,0.17186723605630733,0.1734014465069143,0.18690209372922428,0.17345940398531356,0.17212353371368214,0.15733249789285658,0.17049393836650054,0.1718269786124429
2.5500000000000003,0.19510305317356758,0.17617259211666636,0.17430783766896313,0.15387507119822944,0.17203727079992803,0.1738942929730898,0.19331841695082325,0.17553945410057833,0.1737849139599889,0.15452104967231686,0.1716477581137417,0.17339573236032985,0.19005414341115673,0.17447476623316027,0.17293129589416603,0.15590950160702877,0.1710497329139664,0.17258878195244512,0.1861491819054251,0.17269709903366892,0.17135963053258174,0.1565450149113586,0.16972794671694777,0.17106270653014868
2.6,0.1943808318204225,0.1753399775871842,0.17346350640962455,0.15289760321275173,0.17117852748434853,0.1730473482271049,0.19256951396309402,0.17471000687047006,0.17294665952256602,0.15358044839305024,0.17079861843918356,0.17255550815223464,0.18927992678609146,0.17366611740850135,0.1721184197282807,0.15504351070961106,0.17023154110421856,0.17177495111968055,0.185395111254307,0.17193688612411054,0.17059813225374693,0.15576326452495926,0.16896473893577663,0.1703009085354032
2.6500000000000004,0.1936431134138828,0.17449982902060035,0.1726123724847473,0.15192083901479084,0.17031386045636113,0.1721937618380505,0.19180808104257832,0.17387501442829278,0.17210350611361402,0.152641609165873,0.1699453572950165,0.17171052734121198,0.1884992087442039,0.17285594069394716,0.17130448428418565,0.15418135474055802,0.16941285550217394,0.17096016441883585,0.18464013342842717,0.17117887497276585,0.1698391354418893,0.15498720690823092,0.16820439575172835,0.16954167829434252
2.7,0.19289034919191694,0.17365245005977648,0.17175472596181843,0.15094492389650033,0.1694435433957397,0.171333820877732,0.19103457403049193,0.17303476726415162,0.1712557291461033,0.15170464978402246,0.1690882319477081,0.17086106201844847,0.1877123795276773,0.17204445790018136,0.17048969599604574,0.1533230816132989,0.16859386406200558,0.1701446248988038,0.18388448813801392,0.17042316920221784,0.16908273111329197,0.1542168024327647,0.16744699300302165,0.1687851040449654
2.75,0.19212298725935176,0.17279814025393206,0.17089085280030655,0.1499699997635357,0.16856784587546664,0.17046780830863442,0.1902494416247741,0.1721895499349611,0.17040359826226975,0.1507696846039241,0.16822749410194113,0.17000737854153855,0.18691981725221937,0.171231883186794,0.1696742540759872,0.15246873673579114,0.16777474803736592,0.16932852848148436,0.18312840371511732,0.1696698666315694,0.16832900499923661,0.15345201163745023,0.16669260186836413,0.1680312688546554
2.8000000000000003,0.19134147238132307,0.17193719501873275,0.17002103482216097,0.14899620516531756,0.1676870333436698,0.16959600295660415,0.1894531253541656,0.1713396411259517,0.16954737739855913,0.1498368245984505,0.16736338996863767,0.16914973760007884,0.18612188825564693,0.1704184233032688,0.168858350742303,0.15161836307348706,0.16695568219350596,0.16851206418710357,0.18237209764598306,0.16891905955106312,0.16757803779566352,0.1526927952043119,0.16594128908625808,0.16728025086430992
2.85,0.19054624578481025,0.17106990559974702,0.1691455496853795,0.14802367532663674,0.1668013671082965,0.1687186794865367,0.18864605955614097,0.1704853137121799,0.16868732485044038,0.14890617741089468,0.1664961603327428,0.16828839428110673,0.1853189474333695,0.16960427782074255,0.1680421714390372,0.15077200121258622,0.16613683501156212,0.1676954143510497,0.1816157770739457,0.1681708349822468,0.16682990539991652,0.151939113939111,0.1651931171632807,0.16653212351989724
2.9000000000000004,0.1897377449684146,0.17019655903927877,0.16826467086063893,0.14705254218047978,0.16591110432450604,0.16783610838106233,0.18782867135893652,0.1696268348201646,0.1678236933371946,0.14797784740950246,0.1656260406208508,0.16742359813448834,0.1845113385617169,0.16878963935508556,0.16722589504744356,0.14992968942330673,0.1653183688854333,0.16687875483271133,0.1808596392749226,0.16742527492459766,0.16608467913536137,0.1511909287560342,0.16444814457197485,0.16578695579220137
