t,S_h=5,I_h=5,R_h=5,S_h=2.5,I_h=2.5,R_h=2.5,S_h=1.25,I_h=1.25,R_h=1.25,S_h=0.625,I_h=0.625,R_h=0.625
27.5,,,,0.22511228498625668,0.07271096016969271,0.7276904981184968,0.22972650717532983,0.07573929075161322,0.7157480183301146,0.23203590753875805,0.07705831276150232,0.7083402268000767
28.125,,,,,,,,,,0.23172036075316954,0.07563770240114356,0.7099637630377148
28.75,,,,,,,0.22923664087023513,0.07300953630100214,0.7187079729502871,0.23142435539197598,0.07426986563297333,0.7115180669375879
29.375,,,,,,,,,,0.23114655932410338,0.07295203247688106,0.7130070945648079
30.0,0.21631881475447043,0.06178488990835482,0.7513384662660001,0.2246896254367639,0.0677645332333179,0.7324990064465204,0.22880923057216077,0.07047796871668097,0.7214204603012263,0.23088574881490037,0.07168161630141043,0.7144345199554125
30.625,,,,,,,,,,0.2306407981338555,0.07045619937102485,0.7158037591367457
31.25,,,,,,,0.22843600619654744,0.06812429773590051,0.7239129075961135,0.23041067031320087,0.06927351970204426,0.717117991772773
31.875,,,,,,,,,,0.23019440891281134,0.06813145909468325,0.7183801807014174
32.5,,,,0.2243986721363826,0.0634933308537553,0.736549432217503,0.22810997853867152,0.0659308452196514,0.7262089831693226,0.2299911306671029,0.06702803222331624,0.7195930895973578
33.125,,,,,,,,,,0.2298000189067852,0.06596137668004814,0.7207592989648107
33.75,,,,,,,0.2278252091740881,0.06388214586086763,0.7283292060018219,0.22962031766286742,0.064929743878091,0.7218812206398219
34.375,,,,,,,,,,0.22945132637267768,0.06393149073153022,0.7229611109599973
35.0,0.21736683808944324,0.055088435474100146,0.755998331403441,0.22420643656958308,0.05976823151197938,0.739996971034701,0.2275766274122945,0.061964617857458076,0.7302914417147165,0.229292395118202,0.06296507203697307,0.7240010827408784
35.625,,,,,,,,,,0.22914292033606476,0.06202903349045299,0.72500311618188
36.25,,,,,,,0.22735988354127978,0.06016628983663582,0.732111308807223,0.22900234094619437,0.06112200527994038,0.7259690688105522
36.875,,,,,,,,,,0.22887013485286767,0.060242696199996906,0.726900684561554
37.5,,,,0.2240890899140771,0.05649090365659388,0.7429581599202422,0.22717123031328876,0.05847657326897427,0.733802513407328,0.22874581577754358,0.059389888240596246,0.7277996020759164
38.125,,,,,,,,,,0.2286289303878412,0.058562431607013334,0.7286673622967039
38.75,,,,,,,0.22700742659061623,0.056886071874932054,0.7353771266887865,0.22851905569129477,0.05775924013201812,0.7295054154288702
39.375,,,,,,,,,,0.22841579666622755,0.056979287045471845,0.730315127323793
40.0,0.21825694047798394,0.04982618910423096,0.7595030401286352,0.22402910252611125,0.053585167712505655,0.7455220872931003,0.2268656585144825,0.05538642127445552,0.7368458160060013,0.22831878410531903,0.056221601069865325,0.7310977853425396
40.625,,,,,,,,,,0.22822767265024216,0.05548526281341014,0.7318546037462262
41.25,,,,,,,0.2267434746305382,0.053970153487836466,0.7382180384393026,0.22814213899820915,0.05476940143503665,0.7325867286568206
41.875,,,,,,,,,,0.22806188026340818,0.054073191558107685,0.7332952426272874
42.5,,,,0.2240133759444143,0.05099111034348906,0.7477579308469181,0.22663873220562866,0.05263058195677407,0.739502203634685,0.2279866124781924,0.053395850411852776,0.7339811688560405
43.125,,,,,,,,,,0.22791606922053848,0.05273663518149799,0.7346454750771579
43.75,,,,,,,0.22654955257529022,0.05136170358827711,0.7407058114250891,0.22785000035573977,0.052094840549832565,0.7352890771547043
44.375,,,,,,,,,,0.2277881708815859,0.05146979641454174,0.7359128424067473
45.0,0.2190396651755822,0.04557731826775335,0.7622010315187886,0.22403199030468474,0.048660978480250264,0.7497201532410224,0.22647428382196227,0.05015811498294126,0.741835568633524,0.22773035986740153,0.050860865767061246,0.736517592682155
45.625,,,,,,,,,,0.22767635947832407,0.050267442719994865,0.7371041072110812
46.25,,,,,,,0.22641146943728652,0.04901494053270994,0.7428974886070852,0.22762597407707916,0.04968895067129298,0.7376731252480445
46.875,,,,,,,,,,0.2275790193962984,0.04912484059443492,0.7382253485247594
47.5,,,,0.22407734494779774,0.046556255182927726,0.7514521615244742,0.2263598218950544,0.04792777049143644,0.7438969763599668,0.22753532177512215,0.04857458944479948,0.7387614435282794
48.125,,,,,,,,,,0.22749471745444547,0.048037698673261874,0.7392820436185854
48.75,,,,,,,0.22631820027403884,0.046892607457286226,0.7448389016715109,0.22745705192572258,0.047513692838823805,0.7397877509984896
49.375,,,,,,,,,,0.2274221793287324,0.04700211831278298,0.7402791385475497
50.0,0.21974201909891186,0.04207114945399132,0.7643185942743764,0.2241435568614525,0.04464553874949842,0.752988934041042,0.22628559123659645,0.045905819976818515,0.7457276620609911,0.22738996189415234,0.04650254206757987,0.740756751530666
