t,S_h=5,I_h=5,R_h=5,S_h=2.5,I_h=2.5,R_h=2.5,S_h=1.25,I_h=1.25,R_h=1.25,S_h=0.625,I_h=0.625,R_h=0.625
41.25,,,,,,,0.07841129021102942,0.001489477581845562,0.9201853906125279,0.08528068232695499,0.001896553674735975,0.9129090335173113
41.875,,,,,,,,,,0.08530453452230621,0.0017791277489183962,0.9130026048826544
42.5,,,,0.06239844651992099,0.0008611294945952588,0.9368258324876222,0.07848563083410032,0.0013245060313366369,0.920276037396112,0.08533014362968455,0.001671743772300417,0.9130843772677023
43.125,,,,,,,,,,0.08535729190769245,0.0015734732145148158,0.9131554969521256
43.75,,,,,,,0.07856285989802991,0.001187047979225314,0.9203362806225585,0.08538578389166172,0.0014834759448290363,0.9132169995387023
44.375,,,,,,,,,,0.08541544416045192,0.001400991703797328,0.913269820714908
45.0,0.018861980571797526,0.0005117226479837965,0.9807098898863353,0.06261394107192429,0.0007418879161533683,0.9367296806553916,0.07864199135041693,0.0010720067026712171,0.9203722032207141,0.08544611532929157,0.0013253324011445718,0.9133148059622274
45.625,,,,,,,,,,0.08547765624522302,0.0012558751602868834,0.9133527193162223
46.25,,,,,,,0.07872225252637506,0.0009752675536983072,0.9203886926395186,0.08550994036423887,0.0011920560373924105,0.9133842512703654
46.875,,,,,,,,,,0.08554285429143936,0.001133364349717808,0.9134100259075749
47.5,,,,0.06282106253134394,0.0006549072431661991,0.9366096280859469,0.07880304042671628,0.000893505033769501,0.9203896774976182,0.08557629646752468,0.0010793375541721542,0.9134306073351837
48.125,,,,,,,,,,0.08561017598670019,0.0010295566227090504,0.9134465054916658
48.75,,,,,,,0.07888388691217486,0.0008240281765508949,0.9203783170083745,0.08564441153263933,0.0009836418662757594,0.9134581813867462
49.375,,,,,,,,,,0.08567893042054493,0.0009412491636990185,0.913466051830474
50.0,0.01939088396682322,0.00044318722017382736,0.9802499262878,0.06301941252642147,0.0005890912080186466,0.9364771714440686,0.07896443097797978,0.0007646565930075164,0.9203571526618911,0.08571366773459213,0.0009020665561018012,0.9134704937013808
