t,S_h=5.0,I_h=5.0,R_h=5.0,S_h=2.5,I_h=2.5,R_h=2.5,S_h=1.25,I_h=1.25,R_h=1.25,S_h=0.625,I_h=0.625,R_h=0.625,S_h=0.3125,I_h=0.3125,R_h=0.3125,S_h=0.15625,I_h=0.15625,R_h=0.15625,S_h=0.078125,I_h=0.078125,R_h=0.078125,S_h=0.0390625,I_h=0.0390625,R_h=0.0390625
13.4375,,,,,,,,,,,,,0.25319593879425084,0.13671894334659832,0.6276354252295229,0.2541250687707788,0.13521668923628485,0.6249995622601879,0.2546617518675799,0.13432048069552188,0.6227016738571726,0.2549877315050157,0.13375724025786678,0.6207596171552673
13.4765625,,,,,,,,,,,,,,,,,,,,,,0.254867811864789,0.1335016626048303,0.621126882663908
13.515625,,,,,,,,,,,,,,,,,,,0.2544213663393762,0.1338065237264535,0.6234359172270665,0.25474854614434206,0.13324696892959287,0.6214926410796753
13.5546875,,,,,,,,,,,,,,,,,,,,,,0.25462992973502474,0.13299315518235372,0.6218569008576603
13.59375,,,,,,,,,,,,,,,,0.25364251356923107,0.13418151247294194,0.6264686303310386,0.25418360339491725,0.13329611640850256,0.6241641373237172,0.2545119580694842,0.1327402173348546,0.6222196703920307
13.6328125,,,,,,,,,,,,,,,,,,,,,,0.2543946266212068,0.13248815138026548,0.6225809580165869
13.671875,,,,,,,,,,,,,,,,,,,0.2539484261868572,0.1327892263357603,0.6248864014583484,0.25427793090407014,0.13223695333307156,0.6229407720052983
13.7109375,,,,,,,,,,,,,,,,,,,,,,0.2541618664718983,0.13198661922896016,0.6232991205728322
13.75,,,,,,,0.24759955636157027,0.14182482579159006,0.6360893611212862,0.25054171667429537,0.1372035592202418,0.6334685403625202,0.2522248036362077,0.13462982245199326,0.6305798210121355,0.25317047255263464,0.13316055545997874,0.6279136718234707,0.2537157985242111,0.1322858214452798,0.6256027759789813,0.25404642891802587,0.13173714512470788,0.6236560118750899
13.7890625,,,,,,,,,,,,,,,,,,,,,,0.2539316138748631,0.13148852709806733,0.6240114540097237
13.828125,,,,,,,,,,,,,,,,,,,0.2534856848579987,0.13178587001347558,0.6263133262875165,0.25381741701347255,0.13124076124765682,0.6243654550166527
13.8671875,,,,,,,,,,,,,,,,,,,,,,0.25370383404314617,0.1309938436928465,0.624718022878578
13.90625,,,,,,,,,,,,,,,,0.2527086527496242,0.13215356125205013,0.6293352186695828,0.2532580502672673,0.1312893406525411,0.6270181168564574,0.253590860710991,0.130747770573648,0.6250691655214867
13.9453125,,,,,,,,,,,,,,,,,,,,,,0.25347849280151913,0.1305025380506033,0.6254188908151508
13.984375,,,,,,,,,,,,,,,,,,,0.25303286044547263,0.13079620230688707,0.6277172112452619,0.25336672613624306,0.130258142304674,0.625767206573624
14.0234375,,,,,,,,,,,,,,,,,,,,,,0.2532555565732763,0.1300145795371313,0.6261141205557268
14.0625,,,,,,,,,,,,,0.25129574589126985,0.13259729519116392,0.6334287851095937,0.25225677148068104,0.1311602782595453,0.6307337878025983,0.2528100816872181,0.1303064242496003,0.628410672116353,0.2531449800069383,0.12977184596944433,0.6264596404655352
14.1015625,,,,,,,,,,,,,,,,,,,,,,0.2530349923673671,0.1295299378431729,0.6268037739528597
14.140625,,,,,,,,,,,,,,,,,,,0.2525896808753315,0.12981997607892673,0.6290985612507876,0.2529255896201348,0.12928885141985672,0.6271465286137158
14.1796875,,,,,,,,,,,,,,,,,,,,,,0.25281676776586554,0.12904858298090713,0.6274879119907966
14.21875,,,,,,,,,,,,,,,,0.2518145559166383,0.13018046013855208,0.6321098816782502,0.2523716254682752,0.12933682771477553,0.6297809395635884,0.252708522839866,0.12880912882749837,0.6278279315739342
14.2578125,,,,,,,,,,,,,,,,,,,,,,0.25260085091175216,0.12857048528045953,0.6281665948005583
14.296875,,,,,,,,,,,,,,,,,,,0.2521558834878775,0.1288569493952479,0.6304578671187577,0.25249374808508573,0.12833264868016722,0.6285039090561538
14.3359375,,,,,,,,,,,,,,,,,,,,,,0.25238721049701346,0.12809561538643857,0.6288398816747071
14.375,,,,,,,,,,0.24866414990790203,0.1330919824954013,0.6391980177182207,0.25040646531976773,0.13061936559321558,0.6361864570495538,0.25138174265968105,0.12921386568195195,0.6334639887742382,0.25194242350737495,0.1283803116731906,0.6311294031439707,0.252281234317913,0.12785938177842338,0.6291745199391507
14.4140625,,,,,,,,,,,,,,,,,,,,,,0.25217581575103953,0.127623944254499,0.6295078310818065
14.453125,,,,,,,,,,,,,,,,,,,0.2517312146397598,0.12790688541277317,0.6317956060449649,0.25207095103218163,0.12738929923216363,0.6298398222848167
14.4921875,,,,,,,,,,,,,,,,,,,,,,0.2519666364293149,0.12715544314793023,0.6301705006805776
14.53125,,,,,,,,,,,,,,,,0.2509580773455143,0.1282602587117619,0.6347965840688689,0.2515222265264195,0.12743664178609185,0.6324565334196282,0.25186286824226795,0.12692237245722215,0.6304998733521642
14.5703125,,,,,,,,,,,,,,,,,,,,,,0.25175964280238805,0.1266900836342686,0.6308279473337564
14.609375,,,,,,,,,,,,,,,,,,,0.2513154293260604,0.12696955226980003,0.6331122420717938,0.25165695647221004,0.1264585731719998,0.6311547296110495
14.6484375,,,,,,,,,,,,,,,,,,,,,,0.25155480564513155,0.12622783758194345,0.6314802271216732
14.6875,,,,,,,,,,,,,0.2495548184964448,0.12869411794785868,0.6388567499214884,0.2505433142654534,0.12731940797282681,0.6361081294999217,0.2511107937039115,0.12650558864176328,0.6337627880247516,0.25145318674509076,0.12599787339412125,0.6318044467555994
14.7265625,,,,,,,,,,,,,,,,,,,,,,0.2513520962262509,0.12576867715694603,0.6321273953555445
14.765625,,,,,,,,,,,,,,,,,,,0.25090829082119265,0.12604472297774405,0.6344082265344787,0.25125153057268423,0.12554024543711859,0.6324490797173716
14.8046875,,,,,,,,,,,,,,,,,,,,,,0.25115148629806505,0.12531257481952673,0.6327695065904888
14.84375,,,,,,,,,,,,,,,,0.2501372160072794,0.12639108702794782,0.6373990744046922,0.2507078923248478,0.12558692764811105,0.6350486121026029,0.25105195994536234,0.12508566190714304,0.6330886826782371
14.8828125,,,,,,,,,,,,,,,,,,,,,,0.250952948086537,0.12485950332092352,0.633406614638286
14.921875,,,,,,,,,,,,,,,,,,,0.25050957033752824,0.1251321753145786,0.6356839984890982,0.25085444732224677,0.1246340956997072,0.6337233090830066
14.9609375,,,,,,,,,,,,,,,,,,,,,,0.250756454281548,0.1244094357001152,0.6340387725798647
15.0,0.2320109747818408,0.1547585775905675,0.6465841182507559,0.2385919339870454,0.14132910612352095,0.6495211308182589,0.2437674313058636,0.13350526160467224,0.6476804722060667,0.2469450210820897,0.1291945885132114,0.6445680499947666,0.24873880588959074,0.12681971368706937,0.6414433654950631,0.24973955311377644,0.12547507415452236,0.6386698559421528,0.2503132974478241,0.12468043892697256,0.6363144387247224,0.25065896562160644,0.12418551999645203,0.6343530116517895
15.0390625,,,,,,,,,,,,,,,,,,,,,,0.25056197802741004,0.1239623452806056,0.6346660327775486
15.078125,,,,,,,,,,,,,,,,,,,0.25011904670073476,0.1242316917200249,0.636939985123202,0.2504654882114838,0.12373990826194824,0.6349778423921171
15.1171875,,,,,,,,,,,,,,,,,,,,,,0.25036949291361,0.1235182056672383,0.6352884468870429
15.15625,,,,,,,,,,,,,,,,0.24935010375794134,0.12457115224275725,0.6399208994980834,0.24992679158836908,0.12378590721019742,0.6375606892931791,0.2502739889005515,0.12329723424052223,0.6355978526108077
15.1953125,,,,,,,,,,,,,,,,,,,,,,0.250178972965778,0.12307699074303707,0.6359060658691864
15.234375,,,,,,,,,,,,,,,,,,,0.2497365060408749,0.1233430591925333,0.6381766021499017,0.25008444192919443,0.12285747195311342,0.6362130929255997
15.2734375,,,,,,,,,,,,,,,,,,,,,,0.24999039263687492,0.12263867466607876,0.6365189400014681
15.3125,,,,,,,,,,,,,0.2479565601921281,0.12499438831900435,0.6439498081304932,0.24896865343391952,0.1236791086955076,0.6411526190739939,0.24954816441758448,0.12290312173753806,0.6387877739266982,0.24989682196079943,0.1224205956941615,0.6368236132765535
15.3515625,,,,,,,,,,,,,,,,,,,,,,0.24980372679859156,0.12220323186639465,0.6371271188893072
15.390625,,,,,,,,,,,,,,,,,,,0.2493617414983759,0.12246606918809004,0.6393942541862117,0.24971110407326189,0.12198658002852178,0.6374294629372115
15.4296875,,,,,,,,,,,,,,,,,,,,,,0.2496189507329532,0.12177063704290106,0.6377306514771144
15.46875,,,,,,,,,,,,,,,,0.24859499466278512,0.12279873532978332,0.6423654176606072,0.24917721247523883,0.12203187615637888,0.6399960918314148,0.24952726375068887,0.12155539978841197,0.6380306905255642
15.5078125,,,,,,,,,,,,,,,,,,,,,,0.24943604012412546,0.12134086516036068,0.6383295860591376
15.546875,,,,,,,,,,,,,,,,,,,0.24899455294404294,0.12160051752087438,0.6405933351164091,0.24934527687530475,0.1211270300703873,0.6386273440147696
15.5859375,,,,,,,,,,,,,,,,,,,,,,0.24925497105041447,0.12091389144637243,0.638923970290076
15.625,,,,,,,,,,0.24536792355228643,0.1254970909634541,0.6496081970128207,0.24720633576508771,0.12321644842801956,0.6463793975949104,0.2482289267123348,0.12192982827995665,0.6435596875966254,0.24881373889650266,0.12117196842332442,0.6411860316570015,0.2491651197195459,0.12070144623234592,0.6392194707436771
15.6640625,,,,,,,,,,,,,,,,,,,,,,0.2490757199764577,0.12048969138839308,0.6395138511955102
15.703125,,,,,,,,,,,,,,,,,,,0.24863474671233057,0.12074620426578189,0.6417742284410889,0.24898676893834318,0.1202786238905652,0.6398071174271462
15.7421875,,,,,,,,,,,,,,,,,,,,,,0.24889826374559743,0.12006824073078697,0.6400992751820994
15.78125,,,,,,,,,,,,,,,,0.24787025533012597,0.12107218790269772,0.6447358109134702,0.24845755315157814,0.12032320070766202,0.6423579718388247,0.24881020156158865,0.11985853891676651,0.6403903301661443
15.8203125,,,,,,,,,,,,,,,,,,,,,,0.24872257957243346,0.11964951547190585,0.6406802880476092
15.859375,,,,,,,,,,,,,,,,,,,0.24828213534715293,0.1199029336628282,0.6429373076125959,0.24863539498677303,0.1194411674352105,0.6409691544576844
15.8984375,,,,,,,,,,,,,,,,,,,,,,0.24854864503555227,0.11923349186120033,0.6412569349907199
15.9375,,,,,,,,,,,,,0.2464864990714976,0.12148426875123844,0.6487352808861758,0.24751879248902897,0.12022561868365685,0.6458941596666486,0.24810847079751386,0.1194853792967074,0.6435122809268069,0.24846232697180168,0.11902648581982171,0.6415436352045247
15.9765625,,,,,,,,,,,,,,,,,,,,,,0.24837643807042253,0.11882014639635854,0.6418292606206564
16.015625,,,,,,,,,,,,,,,,,,,0.24793653735953713,0.11907051402343616,0.6440829363574655,0.24829097562797303,0.1186144706913445,0.6421138167247142
16.0546875,,,,,,,,,,,,,,,,,,,,,,0.248205936962458,0.11840945582047634,0.6423973089666295
16.09375,,,,,,,,,,,,,,,,0.24717435614461525,0.11938992914590614,0.647035096254352,0.24776631324154444,0.11865831450303449,0.6446493179015932,0.2481213194131211,0.11820509891452666,0.6426797427609424
16.1328125,,,,,,,,,,,,,,,,,,,,,,0.24803712034023911,0.11800139711925725,0.6429611234870953
16.171875,,,,,,,,,,,,,,,,,,,0.24759777699649524,0.11824875763861013,0.6452114689864513,0.24795333712491735,0.11779834759533389,0.6432414564897058
16.2109375,,,,,,,,,,,,,,,,,,,,,,0.2478699671688912,0.11759594751824051,0.643520747078843
16.25,,,,,,,0.24055916016031875,0.12599801817441647,0.6578842568729061,0.2439185257973762,0.12198627253824994,0.6543450085920192,0.24579551999383897,0.11979628933933877,0.6510204431545985,0.24683677000374282,0.11856493176014964,0.6481589737238727,0.2474309075153347,0.11784182057359148,0.6457694324785925,0.24778700789432484,0.11739419407819407,0.6437990005303054
16.2890625,,,,,,,,,,,,,,,,,,,,,,0.2477044567436167,0.11719308448006038,0.644076222085891
16.328125,,,,,,,,,,,,,,,,,,,0.24726568402049473,0.1174374806889905,0.6463232506927328,0.24762231117920414,0.11699261594326982,0.6443524169536679
16.3671875,,,,,,,,,,,,,,,,,,,,,,0.24754056868337235,0.11679278570173371,0.6446275903082368
16.40625,,,,,,,,,,,,,,,,0.24650586330373947,0.11775044285670243,0.6492661360663889,0.24710208605954348,0.11703571560069366,0.6468729654004641,0.24745922675806323,0.11659359100376142,0.6449017472910027
16.4453125,,,,,,,,,,,,,,,,,,,,,,0.24737828292469013,0.11639502911197745,0.6451748930104265
16.484375,,,,,,,,,,,,,,,,,,,0.2469400934989793,0.11663650315678291,0.6474186178388,0.2472977347239505,0.1161970973032393,0.6454470325422927
16.5234375,,,,,,,,,,,,,,,,,,,,,,0.2472175797156423,0.11599979286855536,0.64571817092996
16.5625,,,,,,,,,,,,,0.24513196394125067,0.11815101280695912,0.6532377178034343,0.24618147060162254,0.11694628253923979,0.6503569185006385,0.2467796865181644,0.11623982143488495,0.64796024871855,0.2471378154784848,0.11580311311300404,0.6459883131846212
16.6015625,,,,,,,,,,,,,,,,,,,,,,0.247058439609938,0.11560705535565291,0.6462574642855524
16.640625,,,,,,,,,,,,,,,,,,,0.2466208456033984,0.11584564873954944,0.648497898232555,0.2469794497260249,0.11541161692947734,0.6465256291803586
16.6796875,,,,,,,,,,,,,,,,,,,,,,0.24690084346115665,0.11521679518128192,0.6467928127852272
16.71875,,,,,,,,,,,,,,,,0.24586343157282575,0.1161522746003077,0.6514316477459737,0.24646355154212227,0.11545396359965582,0.6490316060637494,0.24682261846795986,0.11502258747161957,0.6470590199851675
16.7578125,,,,,,,,,,,,,,,,,,,,,,0.24674477241710624,0.11482899117471344,0.6473242556342583
16.796875,,,,,,,,,,,,,,,,,,,0.24630778541725465,0.11506474476584859,0.6495614113930881,0.2466673029971405,0.11463600367837794,0.6475885245558857
16.8359375,,,,,,,,,,,,,,,,,,,,,,0.24659020791431463,0.11444362238394022,0.6478518315429791
16.875,,,,,,,,,,0.24258426006150866,0.11864990911184828,0.6588023918634207,0.24449448466391954,0.11654700167628435,0.6553897958405767,0.2455515908189363,0.1153682464385893,0.6524906422852629,0.24615352860165204,0.11467797120800094,0.6500873529073122,0.24651348489242242,0.1142518447061626,0.6481141813582473
16.9140625,,,,,,,,,,,,,,,,,,,,,,0.2464371316726349,0.1140606680731654,0.6483755787344182
16.953125,,,,,,,,,,,,,,,,,,,0.24600076275269522,0.11429362211270623,0.6506094688065852,0.24636114601333922,0.1138700899263498,0.648636028374462
16.9921875,,,,,,,,,,,,,,,,,,,,,,0.2462855256899778,0.11368010772032167,0.6488955349518255
17.03125,,,,,,,,,,,,,,,,0.24524579768397542,0.11459402897791207,0.6535342126180952,0.24584946980699365,0.11391167688079791,0.6511277968119755,0.2462102684948897,0.1134907189228153,0.6491541031106592
17.0703125,,,,,,,,,,,,,,,,,,,,,,0.24613537223715518,0.11330192101461756,0.6494117374660405
17.109375,,,,,,,,,,,,,,,,,,,0.24569963197520892,0.11353211512489712,0.6516423741728087,0.2460608347424399,0.11311371148949381,0.6496684426041949
17.1484375,,,,,,,,,,,,,,,,,,,,,,0.24598665385284135,0.11292608785411119,0.6499242230827236
17.1875,,,,,,,,,,,,,0.24388181770185188,0.11498287581587807,0.6574792345464757,0.24494590607878294,0.11382945658798359,0.6545626615046916,0.24555123173698862,0.11315491666698758,0.6521532376738822,0.24591282742673828,0.1127390476279665,0.6501790834308149
17.2265625,,,,,,,,,,,,,,,,,,,,,,0.24583935333864043,0.112552588343311,0.6504330281494651
17.265625,,,,,,,,,,,,,,,,,,,0.24540425183601539,0.11278006153601833,0.6526604236425473,0.24576622947904003,0.11236670754507747,0.6506860617116956
17.3046875,,,,,,,,,,,,,,,,,,,,,,0.24569345375426602,0.11218140279080703,0.6509381885627628
17.34375,,,,,,,,,,,,,,,,0.24465177431309115,0.11307436700683789,0.6555762842009395,0.24525867527516115,0.11240752996553342,0.6531639679556648,0.2456210240863376,0.11199667165057595,0.6511894131203648
17.3828125,,,,,,,,,,,,,,,,,,,,,,0.24554893841282235,0.11181251170692488,0.6514397397748599
17.421875,,,,,,,,,,,,,,,,,,,0.24511448531174873,0.11203730239132845,0.653663906046434,0.2454771946866936,0.11162892055478552,0.6516891728894677
17.4609375,,,,,,,,,,,,,,,,,,,,,,0.2454057908761902,0.11144589580141041,0.651937716800476
17.5,,,,0.231911447346827,0.12616017310599179,0.6703819845141655,0.23785556689853296,0.11920510350757042,0.6669109687101603,0.24135406497650305,0.11547669605919376,0.6630019259487724,0.24329277440368188,0.11345730997562745,0.659508465516745,0.24436326493489957,0.11232860126497303,0.6565753686849162,0.2449716654529163,0.11166935944913443,0.6541602729110908,0.24533472496467718,0.11126343506630172,0.6521853758174446
17.5390625,,,,,,,,,,,,,,,,,,,,,,0.24526399495050974,0.11108153598113975,0.6524321542234058
17.578125,,,,,,,,,,,,,,,,,,,0.2448301994510797,0.11130368197232786,0.6546531031154951,0.24519359884689637,0.1109001961897147,0.6526780562750655
17.6171875,,,,,,,,,,,,,,,,,,,,,,0.24512353468176462,0.11071941334785512,0.6529230862030013
17.65625,,,,,,,,,,,,,,,,0.24408024457678149,0.11159200361116042,0.6575601958752767,0.2446900712994951,0.11094025098966773,0.6551424308015977,0.2450538004976286,0.11053918512335975,0.6531672482118577
17.6953125,,,,,,,,,,,,,,,,,,,,,,0.24498439435145689,0.11035950919592831,0.6534105464805416
17.734375,,,,,,,,,,,,,,,,,,,0.24455126522791587,0.11057904772305739,0.6556282896937825,0.24491531431454355,0.11018038325709274,0.6536529851624121
17.7734375,,,,,,,,,,,,,,,,,,,,,,0.24484655847237755,0.11000180501014942,0.6538945683854772
17.8125,,,,,,,,,,,,,0.24272623645854988,0.11196903141770322,0.6614798021321454,0.2438025838087778,0.11086442143990254,0.6585310398418371,0.24441376569834222,0.11022005358533399,0.6561107131051044,0.24477812492451745,0.10982377217009158,0.6541353002525755
17.8515625,,,,,,,,,,,,,,,,,,,,,,0.24471001178446428,0.10964628246354173,0.6543751848415741
17.890625,,,,,,,,,,,,,,,,,,,0.24427755740086182,0.10986325017808268,0.6565897339434154,0.2446422171795374,0.10946933362868508,0.6546142262055452
17.9296875,,,,,,,,,,,,,,,,,,,,,,0.24457473925075038,0.10929292341520284,0.6548524283729527
17.96875,,,,,,,,,,,,,,,,0.24353015699754973,0.11014570522051619,0.6594881680086867,0.2441426252495784,0.10950861928947672,0.6570653847173799,0.24450757615269011,0.10911704958420579,0.6550897953478354
18.0078125,,,,,,,,,,,,,,,,,,,,,,0.24444072605339587,0.10894170990816959,0.6553263311099929
18.046875,,,,,,,,,,,,,,,,,,,0.244008954378627,0.10915614289214223,0.6575376975423761,0.24437418713423925,0.10876690217086815,0.6555620396151574
18.0859375,,,,,,,,,,,,,,,,,,,,,,0.24430795758980667,0.10859262416731015,0.6557969247951744
18.125,,,,,,,,,,0.240218171577675,0.1124561778652783,0.6669631327421854,0.24218115089050685,0.1105168176426736,0.6633954465035069,0.2432628421714846,0.10943570842781603,0.6604318413501385,0.24387653013827262,0.10880580314104889,0.6580067041463116,0.24424203562778188,0.10841887370367294,0.6560309905581798
18.1640625,,,,,,,,,,,,,,,,,,,,,,0.24417641946883026,0.10824564859723927,0.6562642407887774
18.203125,,,,,,,,,,,,,,,,,,,0.24374533809109117,0.10845758237142482,0.6584724358753145,0.24411110734648545,0.10807294667633406,0.6564966793482037
18.2421875,,,,,,,,,,,,,,,,,,,,,,0.244046097507035,0.10790076578025945,0.6567283100745083
18.28125,,,,,,,,,,,,,,,,0.24300052089146135,0.10873428747437369,0.6613623145798131,0.24361536400823083,0.10811146309669614,0.6589349236993459,0.2439813882094088,0.10772910375923335,0.6569591367827203
18.3203125,,,,,,,,,,,,,,,,,,,,,,0.24391697772506638,0.1075579584743256,0.6571891632650131
18.359375,,,,,,,,,,,,,,,,,,,0.24348659386575056,0.10776742800645109,0.6593941982176968,0.2438528643378908,0.10738732779739656,0.6574183932908835
18.3984375,,,,,,,,,,,,,,,,,,,,,,0.2437890463440764,0.10721720961103498,0.6576468306072997
18.4375,,,,,,,,,,,,,0.24165652547052804,0.10909949420930919,0.6652574959345816,0.24274307812700135,0.10804130164432528,0.662279836333136,0.24335901384103534,0.10742545996442776,0.6598502896643992,0.243725522052023,0.10704760180849562,0.6578744789388824
18.4765625,,,,,,,,,,,,,,,,,,,,,,0.24366228978222998,0.10687850229363995,0.6581013419880611
18.515625,,,,,,,,,,,,,,,,,,,0.2432326103092863,0.10708554200652656,0.6603032279135431,0.24359934786718954,0.10670990898087321,0.6583274234352303
18.5546875,,,,,,,,,,,,,,,,,,,,,,0.24353669465128377,0.10654181979508562,0.6585527269389192
18.59375,,,,,,,,,,,,,,,,0.2424904021375479,0.10735661302870098,0.6631846493435235,0.2431073698400817,0.10674765733884509,0.660753042484491,0.2434743284906802,0.10637423267159131,0.6587772561359404
18.6328125,,,,,,,,,,,,,,,,,,,,,,0.24341224775323125,0.10620714555606951,0.6590010146415576
18.671875,,,,,,,,,,,,,,,,,,,0.24298327919400978,0.1064117893357377,0.6611997625470186,0.24335045081837187,0.10604055640450441,0.6592240060496332
18.7109375,,,,,,,,,,,,,,,,,,,,,,0.24328893607702162,0.10587446318312668,0.6594462339327868
18.75,,,,,,,0.2355643692000005,0.11304126115885614,0.6749325231320569,0.23916792443621146,0.10957868168557382,0.670703710867806,0.24115142450613855,0.10771593264614855,0.66706794894177,0.24224238435862455,0.10668008646224902,0.6640769906125005,0.2428603253193719,0.10607792153789738,0.6616434169263518,0.2432277019314825,0.10570886386835422,0.6596677018425477
18.7890625,,,,,,,,,,,,,,,,,,,,,,0.24316674679534359,0.10554375644673482,0.6598884133095061
18.828125,,,,,,,,,,,,,,,,,,,0.24273849534895006,0.10574603765046071,0.6620840341081293,0.24310606909338306,0.10537913891488723,0.6601083718434644
18.8671875,,,,,,,,,,,,,,,,,,,,,,0.24304566726147317,0.10521500927944463,0.6603275809335865
18.90625,,,,,,,,,,,,,,,,0.2419989192926439,0.10601158946172586,0.6649570915740058,0.242617776596844,0.10541612154113517,0.6625216422432716,0.24298553974648376,0.10505136555699655,0.6605460440485464
18.9453125,,,,,,,,,,,,,,,,,,,,,,0.24292568500618938,0.1048882057740324,0.6607637646366734
18.984375,,,,,,,,,,,,,,,,,,,0.24249815655536844,0.10508815723835017,0.662956269152771,0.2428661015091756,0.10472552796688459,0.6609807461261007
19.0234375,,,,,,,,,,,,,,,,,,,,,,0.2428067877347477,0.10456333018167294,0.6611969919249048
19.0625,,,,,,,,,,,,,0.24066496497298118,0.10636504845253976,0.6688287108660385,0.24175990440414513,0.10535099216562549,0.6658251782531135,0.24237962289201737,0.10476212892942835,0.6633879423323998,0.24274774217283906,0.10440161047424815,0.6614125054212524
19.1015625,,,,,,,,,,,,,,,,,,,,,,0.24268896332392004,0.10424036691013683,0.6616272899835424
19.140625,,,,,,,,,,,,,,,,,,,0.2422621634464864,0.10443802095878046,0.6638166889573363,0.2426304496989098,0.10407959756448577,0.6618413489605437
19.1796875,,,,,,,,,,,,,,,,,,,,,,0.24257219981908787,0.10391930052200822,0.662054685681537
19.21875,,,,,,,,,,,,,,,,0.24152524001925416,0.10469816727531878,0.6666814714193832,0.2421457662277567,0.10411581782612152,0.6642425358867126,0.24251421221600497,0.10375947387692755,0.6622673034564535
19.2578125,,,,,,,,,,,,,,,,,,,,,,0.24245648543139917,0.10360011573292467,0.6624792055760095
19.296875,,,,,,,,,,,,,,,,,,,0.2420304194112366,0.10379550418470734,0.6646655096680969,0.24239901801710634,0.1034412242030836,0.662690395311845
19.3359375,,,,,,,,,,,,,,,,,,,,,,0.24234180853497933,0.10328279740983785,0.6629008759166557
19.375,,,,,,,,,,0.238195631387885,0.10683525518233174,0.6742397385841182,0.2401963129564572,0.10504579918660822,0.6705415991091179,0.24129482922916842,0.10405298999757479,0.6675261867350695,0.24191611133596003,0.10347706483959439,0.6650856365418772,0.24228485555679952,0.10312483348491695,0.6631106506243284
19.4140625,,,,,,,,,,,,,,,,,,,,,,0.24222815766419753,0.10296733056929498,0.6633197226500744
19.453125,,,,,,,,,,,,,,,,,,,0.24180283050184306,0.10316048474591856,0.6655029424455954,0.24217171344856822,0.10281028681313606,0.6635280951905608
19.4921875,,,,,,,,,,,,,,,,,,,,,,0.2421155215109899,0.10265370037574346,0.6637357714240372
19.53125,,,,,,,,,,,,,,,,0.2410685777974808,0.10341533798843595,0.6683595348983717,0.24169056556699117,0.10284574900719652,0.665917453018195,0.24205958046214365,0.1024975694255069,0.6639427545104714
19.5703125,,,,,,,,,,,,,,,,,,,,,,0.2420038889222324,0.1023418921398519,0.6641490475916706
19.609375,,,,,,,,,,,,,,,,,,,0.24157930534506322,0.10253284287364596,0.6663291936042022,0.2419484455209025,0.1021866667051876,0.6643546537914143
19.6484375,,,,,,,,,,,,,,,,,,,,,,0.2418932488971656,0.10203189131685614,0.6645595762155749
19.6875,,,,,,,,,,,,,0.23974468037492186,0.1037571826374112,0.6722083480231601,0.2408463940711672,0.10278509129841826,0.6691817217819325,0.24146903880268536,0.1022217517405275,0.6667381892578376,0.24183829769932016,0.10187756417908178,0.6647638179522488
19.7265625,,,,,,,,,,,,,,,,,,,,,,0.2417835905848748,0.10172368350492134,0.6649673820718779
19.765625,,,,,,,,,,,,,,,,,,,0.24135975505691648,0.10191246114650611,0.6671444647470537,0.24172912622047243,0.10157024751621312,0.6651702716273654
19.8046875,,,,,,,,,,,,,,,,,,,,,,0.24167490328181393,0.10141725444352749,0.6653724896542113
19.84375,,,,,,,,,,,,,,,,0.2406281888950674,0.10216213231900914,0.6699929485667584,0.2412514433727631,0.1016049567720323,0.667548044557522,0.24162092045358438,0.10126470252611788,0.6655740391706234
19.8828125,,,,,,,,,,,,,,,,,,,,,,0.24156717642937944,0.10111259001187119,0.665774923177639
19.921875,,,,,,,,,,,,,,,,,,,0.24114409316074334,0.10129922443774278,0.6679489528965339,0.24151366991163062,0.10096091515725925,0.6659751446592467
19.9609375,,,,,,,,,,,,,,,,,,,,,,0.24146039961153412,0.10080967622728981,0.6661747065825004
20.0,0.2174253106112617,0.12498132183749051,0.6894783284135187,0.22718593300776016,0.11355603980848783,0.6868441968946022,0.2336131852048855,0.10743251934830977,0.6820906529785222,0.2372944366851055,0.10421760873538742,0.6775858503744463,0.23930932195887952,0.10249823507841076,0.6738306134804347,0.24041387552970642,0.10154634573043411,0.6707934118717448,0.2410376939744982,0.10099525010288139,0.6683472136968508,0.24140736424897824,0.10065887149545902,0.6663736118976412
20.0390625,,,,,,,,,,,,,,,,,,,,,,0.24135456255247276,0.1005084992437029,0.6665718635382081
20.078125,,,,,,,,,,,,,,,,,,,0.24093223550844797,0.10069301986373823,0.6687428506204872,0.24130199325907842,0.10035855776235013,0.666769464421155
20.1171875,,,,,,,,,,,,,,,,,,,,,,0.24124965511433677,0.10020904535007422,0.6669664174469693
20.15625,,,,,,,,,,,,,,,,0.24020336957229677,0.10093761845066543,0.6715833038789757,0.24082770759549654,0.10039251995210818,0.6691358870624337,0.2411975468722012,0.1000599603138467,0.6671627254997753
20.1953125,,,,,,,,,,,,,,,,,,,,,,0.24114566729496945,0.09991130096889024,0.6673583914474553
20.234375,,,,,,,,,,,,,,,,,,,0.240724100204777,0.10009373673376808,0.6695263461543143,0.2410940151532153,0.09976306563863276,0.6675534181417606
20.2734375,,,,,,,,,,,,,,,,,,,,,,0.24104258922572,0.09961525265466009,0.6677478084184141
20.3125,,,,,,,,,,,,,0.2388895324632345,0.10126802959931852,0.6754099771473265,0.2399965888807909,0.10033583958564415,0.6723628124549457,0.24062140343944308,0.09979665670697245,0.6699142507679877,0.24099138829940744,0.09946786035667074,0.6679415650972277
20.3515625,,,,,,,,,,,,,,,,,,,,,,0.24094041116927895,0.09932088709243032,0.6681346909822073
