t,S_h=5,I_h=5,R_h=5,S_h=2.5,I_h=2.5,R_h=2.5,S_h=1.25,I_h=1.25,R_h=1.25,S_h=0.625,I_h=0.625,R_h=0.625
0.0,0.5,0.3,0.2,0.5,0.3,0.2,0.5,0.3,0.2,0.5,0.3,0.2
0.625,,,,,,,,,,0.4430259425609292,0.2971469305554469,0.29409987944781457
1.25,,,,,,,0.38312945912746665,0.27528774059802247,0.3758555528387016,0.39933607967762774,0.284011507653006,0.35141235539071514
1.875,,,,,,,,,,0.36798742555237957,0.26933347585978556,0.39603276921099917
2.5,,,,0.2584558621629888,0.20639240781338952,0.5694244825878122,0.32065769468429717,0.24093681850373994,0.47316542953331187,0.34437427659512704,0.2546689114655512,0.43284177280159275
3.125,,,,,,,,,,0.3259782210824075,0.2405827048084808,0.46401693871847627
3.75,,,,,,,0.28487651836858713,0.20925118756471323,0.5392259646898641,0.3112950621998605,0.2273073015818425,0.49083980714712255
4.375,,,,,,,,,,0.2993562143047676,0.21492462002777551,0.5141727706344413
5.0,0.07297370855044343,0.06457583636952667,0.8967232076442204,0.19916442701798395,0.13597573847271457,0.6996197772306503,0.26281204341391656,0.1823310466053999,0.5867418708429545,0.28950383290009135,0.203441127506083,0.5346412093046757
5.625,,,,,,,,,,0.2812732806554298,0.19282478372088838,0.5527199505858058
6.25,,,,,,,0.24848005022500405,0.16003051402475052,0.6220673003596099,0.274326332975769,0.18302473772522346,0.5687806921262869
6.875,,,,,,,,,,0.2684107570171686,0.17398220715762636,0.5831207790996513
7.5,,,,0.18351401988501,0.09439962405103743,0.7554400266871169,0.23881135061072623,0.14165850032824656,0.6489723199898526,0.2633346462323377,0.165636538596113,0.5959819802881516
8.125,,,,,,,,,,0.2589494951198322,0.15792853390487624,0.6075634061829327
8.75,,,,,,,0.2321038616773018,0.12648200050300465,0.669867742786678,0.2551386897645349,0.15080219374364653,0.6180307556080821
9.375,,,,,,,,,,0.25180947876933873,0.14420553751947307,0.6275231372021014
10.0,0.08937306561987743,0.02187153436945691,0.9235153427320144,0.1806516712538246,0.06982646324359801,0.7814068263648484,0.22735474496870806,0.11386608132781383,0.6863653434143284,0.24888724925965305,0.13809088645360065,0.6361582218184636
10.625,,,,,,,,,,0.24631136889547928,0.1324148399919687,0.6440362082473735
11.25,,,,,,,0.2239437310784248,0.10329674207835315,0.6995775418053463,0.24403211531629093,0.12713808374803168,0.6512429229616349
11.875,,,,,,,,,,0.24200837524635982,0.1222251120364553,0.6578522743723848
12.5,,,,0.18196636174824685,0.05457686622299468,0.794034636638123,0.22147160285434714,0.09436844623669313,0.7102917137362394,0.24020589761185146,0.11764391461187555,0.6639282174282659
13.125,,,,,,,,,,0.23859595149250823,0.11336565677009791,0.6695263412538746
13.75,,,,,,,0.2196727826802152,0.08676390948905811,0.7190770511051732,0.23715428393867996,0.10936436940693083,0.6746951629114465
14.375,,,,,,,,,,0.2358603026523643,0.10561665792137709,0.6794771895477824
15.0,0.11805055738356374,0.011521093094746205,0.9037820201448543,0.18462256369748783,0.044578881373624916,0.8002407258577127,0.21836562123319186,0.08023495699212865,0.7263525868912819,0.23469642919573327,0.10210143415037495,0.6839097962439594
15.625,,,,,,,,,,0.2336475828617137,0.09879967269797388,0.688025955968874
16.25,,,,,,,0.21742291193151486,0.07458672676700324,0.7324317965091228,0.23270076561795774,0.09569419136868304,0.6918548499410048
16.875,,,,,,,,,,0.23184472592779712,0.09276945449190112,0.6954223806170798
17.5,,,,0.18759140708732883,0.0376821906453393,0.8031800072343164,0.2167537588262005,0.06966531334529956,0.7375525669447636,0.23106968463220806,0.09001139745413739,0.6987516048981238
18.125,,,,,,,,,,0.23036711003582616,0.08740727056259184,0.7018631015867208
18.75,,,,,,,0.2162920722273362,0.06534831834675957,0.7418977629168175,0.2297295322827409,0.08494550033642866,0.7047752843704219
19.375,,,,,,,,,,0.22915038931575668,0.08261556639053343,0.7075046694480448
20.0,0.1392131514792862,0.007847995685242729,0.8848238136977421,0.19048787844448278,0.0327084642744136,0.8043898269919537,0.215989067791415,0.06153768549337702,0.7456096042469251,0.22862389838410088,0.08040789219655195,0.7100661052142864
20.625,,,,,,,,,,0.22814494834010082,0.07831374815014108,0.7124729700674353
21.25,,,,,,,0.21580825749160515,0.0581542752713236,0.748799884371893,0.22770900894640475,0.0763251655248798,0.7147373433258031
21.875,,,,,,,,,,0.22731205417540096,0.07443486004227279,0.7168701533709829
