t,alpha=0.05,alpha=0.1,alpha=0.15,alpha=0.2,alpha=0.25,alpha=0.3,alpha=0.35,alpha=0.4,alpha=0.45,alpha=0.5,alpha=0.55,alpha=0.6,alpha=0.65,alpha=0.7,alpha=0.75,alpha=0.8,alpha=0.85,alpha=0.9,alpha=0.95
0.34,1.0004353293582737,1.0010233884636854,1.0017859988389797,1.0027408188998403,1.0038980043551526,1.0052560315395502,1.0067967329106335,1.0084797398245056,1.0102367520017386,1.0119663835351767,1.0135308066188904,1.0147560692358955,1.0154388537686228,1.0153636317460863,1.0143357279700311,1.0122378176538012,1.0091199349739144,1.0053362699236372,1.0017459755283367
0.34500000000000003,1.000429352281375,1.001010082123532,1.0017640768736196,1.0027091724914232,1.003855834943984,1.0052029983777044,1.0067331045639456,1.0084065330207947,1.0101558348748052,1.011880514038737,1.0134435719430783,1.0146716904953201,1.0153618251712555,1.0152981794791942,1.0142851076525283,1.0122035293712024,1.009101033711539,1.0053291025646278,1.0017449040391113
0.35000000000000003,1.0004235412531755,1.0009971358257883,1.0017427322028978,1.0026783365194432,1.003814714829541,1.0051512462400407,1.0066709667487976,1.0083349875551293,1.010076694614607,1.0117964667569395,1.0133581236167404,1.0145889763439548,1.0152862576588693,1.0152339180602767,1.0142353679714462,1.012169808841902,1.0090824279616029,1.005322039042318,1.0017438457513421
0.355,1.0004178893931348,1.0009845349100064,1.001721941735755,1.0026482791525417,1.003774603558823,1.0051007266714547,1.0066102641745889,1.0082650430222162,1.0099992679314567,1.0117141781478733,1.01327440070219,1.0145078712814808,1.015212103671592,1.0151708097028744,1.0141864817487527,1.0121366390872715,1.0090641092245693,1.0053150765424843,1.0017428003657745
0.36,1.0004123901971764,1.0009722655074156,1.0017016836115322,1.0026189702326018,1.0037354627760533,1.0050513936937082,1.0065509443365313,1.0081966420156765,1.0099234946305187,1.0116335877286726,1.013192345148351,1.0144283223926214,1.0151393178256318,1.0151088183166175,1.014138423000666,1.0121040038563347,1.0090460693533372,1.0053082123611357,1.0017417675923983
0.365,1.0004070375122283,1.0009603144879406,1.0016819371185122,1.002590381165167,1.0036972560868356,1.0050032036468035,1.006492957339272,1.0081297299403997,1.0098493174204952,1.0115546378887619,1.013111901616799,1.0143502791934655,1.0150678567857718,1.0150479094094003,1.014091166869995,1.0120718875854342,1.0090283005342997,1.005301443898927,1.0017407471501287
0.37,1.0004018255128044,1.0009486694114362,1.001662682618871,1.0025624848184103,1.0036599489328248,1.0049561150425037,1.006436255733905,1.0080642548390006,1.0097766817365375,1.0114772737168445,1.0130330173204691,1.0142736934888483,1.0149976791469255,1.0149880499964166,1.0140446895631554,1.0120402753606235,1.0090107952696412,1.0052947686559215,1.001739738766486
0.375,1.0003967486794398,1.0009373184827444,1.0016439014794731,1.0025352554298892,1.0036235084759597,1.0049100884289297,1.0063807943671834,1.0080001672311472,1.009705535576161,1.0114014428404607,1.0129556418739538,1.014198519239864,1.0149287453240095,1.0149292085154933,1.01399896829147,1.012009152882579,1.0089935463607846,1.0052881842266692,1.0017387421772914
0.38,1.0003918017788103,1.00092625051023,1.0016255760079642,1.002508668520389,1.0035879034914164,1.004865086265266,1.006326530241883,1.0079374199646423,1.0096358293470442,1.0113270952770514,1.0128797271544163,1.014124712440666,1.014861017449434,1.0148713547482016,1.0139539812164202,1.0119785064338138,1.0089765468928966,1.0052816882955795,1.0017377571263744
0.385,1.0003869798453833,1.0009154548674855,1.001607689393711,1.0024827008142292,1.0035531042685206,1.0048210728056883,1.006273422387343,1.0078759680772675,1.0095675157257158,1.0112541832955526,1.012805227172238,1.014052231003793,1.0147944592776055,1.0148144597462934,1.0139097073985317,1.0119483228480415,1.0089597902203753,1.0052752786325725,1.0017367833652804
0.39,1.000382278164465,1.0009049214579226,1.0015902256531557,1.0024573301654762,1.0035190825189324,1.0047780139917384,1.0062214317393392,1.0078157686684754,1.0095005495262164,1.0111826612876722,1.0127320979506136,1.0139810346533322,1.014729036095877,1.0147584957630367,1.0138661267496134,1.0119185894814942,1.0089432699532404,1.0052689530889842,1.0017358206529978
0.395,1.0003776922565217,1.0008946406820045,1.0015731695792018,1.002432535489554,1.0034858112914888,1.0047358773524193,1.0061705210284975,1.0077567807801215,1.0094348875779164,1.0111124856480442,1.0126602974133565,1.013911084825293,1.0146647146414292,1.0147034361890648,1.0138232199880852,1.0118892941860738,1.0089269799443736,1.0052627095937128,1.001734868755694
0.4,1.000373217862666,1.0008846034068828,1.0015565066942878,1.0024082966997905,1.0034532648931367,1.00469463191138,1.006120654676541,1.0076989652854922,1.0093704886117496,1.0110436146625434,1.0125897852802725,1.0138423445746172,1.0146014630236315,1.0146492554923987,1.013780968597172,1.0118604252841858,1.0089109142775279,1.005256546149587,1.0017339274464558
0.405,1.0003688509312028,1.0008748009382438,1.0015402232068447,1.002384594648495,1.003421418815459,1.004654248100599,1.0060717986997398,1.0076422847859514,1.0093073131541803,1.0109760084041282,1.0125205229694996,1.0137747784883144,1.0145392506514481,1.014595929162311,1.0137393547857305,1.0118319715451316,1.0088950672560677,1.0052504608299382,1.0017329965050412
0.41000000000000003,1.0003645876051523,1.0008652249941743,1.0015243059708454,1.0023614110721901,1.0033902496663298,1.004614697680037,1.006023920618974,1.0075867035146056,1.0092453234282983,1.0109096286355987,1.0124524735062692,1.013708352604247,1.014478048165511,1.0145434336567598,1.0136983614515336,1.0118039221629538,1.0088794333923794,1.0052444517753698,1.001732075717647
0.41500000000000004,1.0003604242106647,1.0008558676808792,1.0015087424481977,1.002338728540651,1.003359735106286,1.0045759536627856,1.0059769893758872,1.0075321872464227,1.0091844832614767,1.0108444387187547,1.0123856014376027,1.0136430343351375,1.0144178273745086,1.0144917463531107,1.0136579721468146,1.0117762667356192,1.008864007397903,1.0052385171907086,1.0017311648766718
0.42,1.0003563572462528,1.0008467214701011,1.0014935206737505,1.0023165304094561,1.0033298537892388,1.0045379902452725,1.005930975254649,1.007478703214315,1.009124757999088,1.0107804035294397,1.0123198727524838,1.0135787923973956,1.0143585611955628,1.0144408455019127,1.0136181710459151,1.011748995245451,1.0088487841737488,1.0052326553421171,1.0017302637805
0.425,1.0003523833727779,1.0008377791781033,1.0014786292226971,1.002294800775767,1.003300585307175,1.0045007827421195,1.0058858498088925,1.0074262200307087,1.0090661144238144,1.0107174893780475,1.0122552548071002,1.013515596744422,1.0143002235983083,1.014390710183505,1.0135789429148887,1.0117220980407198,1.0088337588018568,1.0052268645543758,1.001729372233291
0.43,1.0003484994041252,1.000829033946089,1.0014640571801963,1.0022735244370724,1.0032719101385488,1.0044643075253075,1.0058415857934255,1.0073747076141935,1.0090085206801302,1.0106556639350663,1.0121917162547793,1.0134534185040447,1.014242789552399,1.0143413202672513,1.0135402730829128,1.0116955658183135,1.0088189265366607,1.0052211432083034,1.0017284900447725
0.435,1.0003447022985177,1.0008204792219486,1.0014497941130198,1.002252686852679,1.0032438096000662,1.0044285419673016,1.0057981571003551,1.0073241371208674,1.008951946203567,1.0105948961612898,1.0121292269802642,1.0133922299197984,1.0141862349781978,1.0142926563732113,1.0135021474153856,1.0116693896074092,1.008804282797216,1.005215489738319,1.0017276170300458
0.44,1.0003409891504145,1.000812108743223,1.0014358300430897,1.0022322741077356,1.0032162658016057,1.0043934643878523,1.0057555386992922,1.0072744808800245,1.0088963616544109,1.0105351562423595,1.012067758038031,1.0133320042957656,1.0141305367004225,1.0142446998360837,1.0134645522885999,1.0116435607540808,1.008789823159777,1.0052099026301344,1.001726753009397
0.445,1.0003373571829495,1.0008039165211984,1.0014221554227438,1.002212272879582,1.0031892616040488,1.00435905400418,1.005713706581332,1.0072257123338602,1.0088417388555035,1.0104764155273152,1.0120072815943393,1.0132727159447215,1.0140756724045425,1.014197432671256,1.0134274745658676,1.0116180709067835,1.0087755433507763,1.0052043804185666,1.0017258978081192
0.45,1.0003338037408707,1.0007958968260393,1.001408761111607,1.0021926704062716,1.003162780579787,1.004325290884309,1.005672637706538,1.007177805980917,1.0087880507338596,1.0104186464708784,1.011947770872764,1.013214340139365,1.0140216205957258,1.0141508375428236,1.013390901575014,1.0115929120026426,1.0087614392401973,1.0051989216854633,1.0017250512563354
0.455,1.0003303262839374,1.0007880441728787,1.0013956383549418,1.0021734544570877,1.0031368069757172,1.0042921559033071,1.0056323099546647,1.0071307373229819,1.0087352712658155,1.0103618225791884,1.0118892001029607,1.0131568530664028,1.0139683605601746,1.01410489773344,1.0133548210871413,1.0115680762545132,1.0087475068352942,1.005193525057742,1.0017242131888329
0.46,1.000326922380746,1.000780353308806,1.001382778763378,1.0021546133049162,1.003111325678546,1.0042596307022287,1.0055927020788984,1.0070844828152012,1.0086833754254654,1.0103059183587686,1.0118315444724333,1.0131002317833067,1.0139158723286756,1.0140595971158697,1.013319221296572,1.0115435561387442,1.008733742274658,1.0051881892055206,1.0017233834449013
0.465,1.0003235897029497,1.0007728192006746,1.0013701742939078,1.002136135700332,1.0030863221822217,1.0042276976495603,1.005553793662388,1.0070390198191876,1.0086323391361605,1.0102509092684766,1.0117747800811088,1.013044454177549,1.0138641366422219,1.0140149201261444,1.0132840908019116,1.0115193443836068,1.00872014182259,1.005182912840349,1.0017225618681784
0.47000000000000003,1.00032032601984,1.0007654370236696,1.001357817232063,1.0021180108472818,1.0030617825573642,1.0041963398049978,1.0055155650773842,1.0069943265588948,1.0085821392248504,1.0101967716742517,1.0117188838985174,1.0129894989281603,1.0138131349195625,1.0139708517382013,1.0132494185881373,1.0114954339583482,1.008706701863776,1.005177694713526,1.0017217483065062
0.47500000000000003,1.0003171291932733,1.0007582021505919,1.0013457001751884,1.0021002283802452,1.003037693422526,1.0041655408853856,1.005477997446791,1.006950382079089,1.0085327533790733,1.010143482806464,1.0116638337234134,1.012935345469443,1.013762849226561,1.0139273774399196,1.01321519400966,1.0114718180628242,1.0086934188982375,1.0051725336145003,1.0017209426117875
0.48,1.000313997172905,1.0007511101417896,1.0013338160167278,1.0020827783427761,1.0030140419171785,1.0041352852326724,1.005441072607972,1.0069071662062279,1.0084841601064178,1.010091020719682,1.0116096081456611,1.0128819739567128,1.0137132622472362,1.0138844832104517,1.013181406774295,1.011448490117679,1.008680289536534,1.0051674283693552,1.001720144639843
0.485,1.000310927991718,1.0007441567357098,1.001322157931459,1.0020656511673183,1.0029908156762877,1.004105557783743,1.0054047730786597,1.0068646595115822,1.0084363386962942,1.0100393642547154,1.0115561865102538,1.0128293652339209,1.0136643572563822,1.0138421554987815,1.0131480469280807,1.0114254437550405,1.0086673104952244,1.0051623778393568,1.0017193542502867
0.49,1.0003079197618236,1.0007373378400108,1.0013107193616078,1.0020488376562122,1.002968002806381,1.0040763440419898,1.00536908202481,1.0068228432764554,1.0083892691838519,1.009988493002764,1.011503548883308,1.0127775008030457,1.0136161180936643,1.0138003812034209,1.0131151048408966,1.0114026728096925,1.0086544785925458,1.0051573809195842,1.0017185713063974
0.495,1.0003049706705114,1.0007306495232078,1.0012994940037747,1.0020323289638162,1.002945591862996,1.0040476300505312,1.0053339832302965,1.0067816994593648,1.008342932315912,1.0099383872715455,1.011451676019916,1.012726362795138,1.0135685291390995,1.0137591476531758,1.0130825711928244,1.0113801713106965,1.0086417907443075,1.0051524365376174,1.001717795674996
0.5,1.0003020789765353,1.0007240880068071,1.0012884757966332,1.0020161165796537,1.0029235718294218,1.0040194023669327,1.0052994610682993,1.0067412106650462,1.0082973095187764,1.0098890280532824,1.0114005493337406,1.0126759339429103,1.0135215752898261,1.0137184425889163,1.0130504369612185,1.011357933473444,1.0086292439599984,1.005147543652291,1.0017170272263314
0.505,1.0002992430066189,1.0007176496578989,1.0012776589093324,1.002000192312537,1.0029019320966523,1.0039916480393607,1.0052655004742947,1.006701360115168,1.0082523828677956,1.0098403969944045,1.011350150868233,1.0126261975547817,1.0134752419380992,1.013678254146293,1.0130186934084284,1.0113359536921016,1.0086168353390754,1.005142701252505,1.0017162658339676
0.51,1.0002964611521612,1.0007113309821813,1.0012670377305664,1.001984548275578,1.0028806624444573,1.0039643545840629,1.0052320869205273,1.0066621316206517,1.008208135058587,1.0097924763668893,1.0113004632693743,1.0125771374902812,1.0134295149504178,1.013638570839334,1.0129873320701472,1.0113142265324324,1.0086045620674395,1.0051379083560896,1.0017155113746758
0.515,1.0002937318661362,1.0007051286173778,1.0012566068582605,1.001969176872049,1.0028597530235124,1.0039375099640806,1.005199206391884,1.0066235095554794,1.0081645493797855,1.0097452490411125,1.0112514697598556,1.0125287381367272,1.0133843806477305,1.013599381544872,1.0129563447443384,1.0112927467249755,1.0085924214140753,1.0051331640087302,1.0017147637283272
0.52,1.000291053660166,1.0006990393270316,1.0012463610898357,1.0019540707820287,1.0028391943385135,1.0039111025691412,1.0051668453630676,1.0065854788319162,1.0081216096872538,1.0096986984601268,1.011203154114589,1.012480984387111,1.013339825786643,1.0135606754877642,1.012925723480714,1.0112715091585476,1.0085804107278564,1.0051284672829304,1.0017140227777992
0.525,1.0002884251017623,1.0006930599946455,1.001236295413022,1.0019392229497848,1.00281897723221,1.0038851211966195,1.0051349907769955,1.006548024877038,1.0080793003796347,1.0096528086152832,1.0111555006374917,1.012433861619102,1.0132958375415708,1.0135224422268303,1.0128954605707272,1.0112505088740724,1.0085685274344918,1.0051238172770312,1.0017132884088773
0.53,1.0002858448117204,1.0006871876181498,1.0012264049971662,1.0019246265718362,1.0027990928703068,1.0038595550335303,1.0051036300243443,1.0065111336105013,1.008037606375184,1.0096075640231048,1.0111084941394441,1.0123873556751124,1.0132524034877908,1.013484671641501,1.012865548538051,1.0112297410586926,1.0085567690336332,1.005119213114267,1.0017125605101593
0.535,1.000283311461659,1.0006814193046698,1.00121668518502,1.0019102750856765,1.002779532727165,1.0038343936394778,1.005072750924174,1.0064747914234617,1.0079965130897963,1.0095629497033398,1.0110621199173717,1.0123414528433634,1.0132095115853208,1.0134473539191071,1.0128359801295206,1.0112092010401676,1.0085451330960984,1.0051146539418765,1.0017118389729702
0.54,1.000280823771694,1.0006757522655845,1.001207131484972,1.0018961621590856,1.0027602885722762,1.0038096269304904,1.0050423417055518,1.0064389851585909,1.0079560064161548,1.009518951158132,1.0110163637343654,1.0122961398398873,1.0131671501635942,1.0134104795427883,1.012806748306502,1.011188884281534,1.0085336172612303,1.0051101389302317,1.0017111236912772
0.545,1.0002783805082422,1.0006701838118481,1.001197739563694,1.0018822816800173,1.0027413524574391,1.0037852451637128,1.0050123909901405,1.0064037020911067,1.0079160727039347,1.0094755543522278,1.0109712118007919,1.0122514037914077,1.013125307906876,1.0133740392799824,1.0127778462366734,1.0111687863760137,1.0085222192343775,1.0051056672720287,1.0017104145616043
0.55,1.0002759804819388,1.0006647113495641,1.0011885052391791,1.0018686277470228,1.0027227167045967,1.0037612389228778,1.0049828877756601,1.0063689299107712,1.007876698741004,1.0094327456941727,1.0109266507563366,1.0122072322190634,1.013083973840385,1.013338024171458,1.0127492672861889,1.0111489030421537,1.0085109367844856,1.005101238181497,1.001709711482955
0.555,1.00027362254567,1.0006593323757922,1.001179424474144,1.0018551946601575,1.0027043738943233,1.0037375991045245,1.0049538214201976,1.0063346567047877,1.0078378717355536,1.0093905120184308,1.010882667652916,1.0121636130229068,1.0130431373170752,1.0133024255208678,1.0127210050122095,1.0111292301192,1.0084997677417995,1.0050968508936486,1.0017090143567329
0.56,1.0002713055927108,1.0006540444745773,1.0011704933697756,1.0018419769123728,1.0026863168548783,1.003714316904917,1.0049251816273108,1.006300870941549,1.0077995792991146,1.0093488405683744,1.01083924993842,1.0121205344671513,1.0130027880050356,1.013267234884788,1.0126930531557732,1.011109763562665,1.0084887099956654,1.0050925046635626,1.0017083230866763
0.5650000000000001,1.0002690285549547,1.0006488453131857,1.001161708159802,1.0018289691813447,1.0026685386518288,1.0036913838076218,1.004896958431857,1.006267561455195,1.0077618094303966,1.0093077189801045,1.0107963854412298,1.012077985166109,1.0129629158754903,1.0132324440632183,1.0126654056350017,1.0110904994401042,1.0084777614924296,1.005088198765696,1.0017076375787792
0.5700000000000001,1.0002667904012428,1.0006437326385336,1.0011530652048655,1.0018161663217109,1.0026510325781923,1.0036687915716975,1.004869142186537,1.0062347174309139,1.0077245504999237,1.009267135267037,1.0107540623554687,1.0120359540707957,1.01292351119135,1.0131980450905178,1.0126380565385973,1.0110714339270854,1.0084669202334304,1.0050839324932228,1.0017069577412232
0.5750000000000001,1.0002645901357754,1.0006387042738007,1.0011445609871825,1.0018035633577076,1.0026337921450663,1.0036465322204793,1.0048417235490903,1.006202328390967,1.007687791235389,1.00922707780523,1.0107122692269555,1.0119944304561597,1.0128845644962925,1.013164030226753,1.0126110001196493,1.0110525633033198,1.0084561842730784,1.0050797051574019,1.001706283484319
0.58,1.0002624267966054,1.0006337581152138,1.0011361921054713,1.001791155476165,1.0026168110727225,1.0036245980308998,1.0048146934701159,1.0061703841813758,1.0076515207077217,1.0091875353193966,1.0106709949397996,1.011953403908894,1.0128460666043433,1.013130391949439,1.0125842307897042,1.011033883948983,1.0084455517170143,1.005075516086977,1.0017056147204353
0.585,1.0002602994542076,1.0006288921289959,1.001127955270132,1.0017789380198554,1.0026000832821422,1.003602981523338,1.0047880431814726,1.006138874959252,1.007615728317804,1.0091484968695776,1.010630228703632,1.011912864315813,1.0128080085899192,1.0130971229456471,1.012557743113105,1.0110153923411769,1.008435020720347,1.005071364627591,1.001704951363941
0.59,1.0002582072101234,1.0006241043484605,1.0011198472986673,1.0017669064811683,1.0025836028869572,1.003581675451954,1.0047617641852382,1.0061077911807181,1.0075804037838128,1.0091099518384228,1.0105899600414077,1.0118728018527492,1.012770381778331,1.0130642161044618,1.0125315318015728,1.0109970850505616,1.0084245894859722,1.0050672501412288,1.001704293331147
0.595,1.000256149195667,1.0006193928712597,1.0011118651113258,1.0017550564960824,1.0025673641857826,1.0035606727954824,1.0047358482431907,1.006077123589403,1.007545537129146,1.0090718899190683,1.0105501787777718,1.0118332069739586,1.0127331777367015,1.013031664509772,1.0125055917090278,1.010978958738116,1.0084142562629557,1.0050631720056884,1.0017036405402469
0.6,1.000254124570703,1.0006147558567564,1.0011040057269602,1.0017433838384417,1.0025513616549113,1.0035399667484688,1.0047102873667781,1.0060468632054613,1.0075111186709091,1.0090343011035534,1.0105108750279461,1.0117940704019932,1.012696388265284,1.0129994614333726,1.0124799178266255,1.0109610101520459,1.0084040193449786,1.0050591296140634,1.001702992911264
0.605,1.0002521325224767,1.000610191523534,1.0010962662590785,1.0017318844144993,1.0025355899413633,1.003519550712909,1.0046850738075621,1.00601700131511,1.0074771390089206,1.0089971756717744,1.010472039187115,1.0117553831180217,1.012660005389166,1.0129676003283747,1.0124545052780232,1.0109432361248152,1.0083938770688605,1.0050551223742532,1.0017023503659992
0.61,1.0002501722645079,1.0006056981470202,1.001088643912094,1.0017205542577168,1.0025200438562543,1.0034994182902832,1.004660200048097,1.0059875294606349,1.0074435890152222,1.0089605041809206,1.0104336619202825,1.011717136352578,1.0126240213503275,1.0129360748228826,1.0124293493148226,1.0109256335703138,1.0083838278131296,1.005051149708489,1.0017017128279773
0.615,1.0002482430355335,1.0006012740572263,1.0010811359777445,1.0017093895238138,1.0025047183684714,1.003479563273959,1.0046356587932261,1.0059584394308545,1.0074104598240545,1.0089242774553902,1.0103957341525742,1.01167932157671,1.0125884286000428,1.0129048787139552,1.0124044453122216,1.0109081994811222,1.0083738699966638,1.005047211052881,1.001701080222398
0.62,1.000246344098503,1.0005969176365954,1.0010737398316856,1.0016983864860487,1.0024896085986525,1.003459979641937,1.0046114429617805,1.0059297232520124,1.0073777428222823,1.0088884865771433,1.0103582470599628,1.0116419304935125,1.0125532197916125,1.0128740059618113,1.0123797887648425,1.010890930925905,1.0083640020773714,1.005043305856982,1.0017004524760915
0.625,1.0002444747396206,1.000592627317948,1.0010664529302393,1.0016875415307083,1.0024747098134323,1.0034406615499316,1.0045875456786402,1.0059013731790745,1.0073454296402435,1.0088531228764845,1.0103211920603963,1.0116049550300232,1.0125183877733932,1.0128434506842876,1.0123553752827268,1.010873825046908,1.0083542225509374,1.0050394335833635,1.001699829517469
0.63,1.0002426342674338,1.0005884015825315,1.0010592728073018,1.001676851152821,1.0024600174199507,1.0034216033247634,1.0045639602671605,1.00587338168741,1.0073135121429968,1.0088181779232395,1.0102845608053073,1.0115683873294612,1.0124839255821325,1.0128132071515168,1.0123312005875085,1.0108568790575487,1.0083445299496168,1.0050355937072184,1.001699211276482
0.635,1.0002408220119632,1.0005842389581487,1.0010521970713742,1.00166631195205,1.0024455269606114,1.003402799458041,1.0045406802419303,1.0058457414648436,1.0072819824219514,1.0087836435183144,1.0102483451714832,1.0115322197437941,1.0124498264365716,1.0127832697808339,1.012307260508723,1.0108400902401127,1.0083349228410634,1.0050317857159705,1.0016985976845731
0.64,1.0002390373238736,1.000580138017383,1.0010452234027531,1.0016559206287774,1.00243123410808,1.003384244600133,1.0045176993018448,1.0058184454040484,1.0072508327868555,1.0087495116856156,1.0102125372532822,1.0114964448266182,1.0124160837313174,1.0127536331318847,1.0122835509802892,1.0108234559435363,1.0083253998272281,1.0050280091088994,1.001697988674643
0.645,1.0002372795736834,1.0005760973758988,1.0010383495508308,1.0016456739803727,1.0024171346604942,1.0033659335543992,1.0044950113234865,1.0057914865952715,1.0072200557581334,1.008715774664312,1.0101771293551745,1.0114610553263323,1.0123826910309675,1.0127242919019368,1.0122600680371103,1.0108069735812777,1.0083159595432778,1.0050242633967859,1.001697384181003
0.65,1.0002355481510086,1.0005721156908205,1.001031573331526,1.0016355688976097,1.0024032245368941,1.0033478612716722,1.0044726103547923,1.0057648583193681,1.007189644059545,1.008682424901421,1.0101421139845959,1.0114260441795935,1.0123496420644729,1.0126952409213796,1.0122368078118218,1.010790640629273,1.0083066006565637,1.0050205481015602,1.0016967841393423
0.655,1.000233842463844,1.0005681916591842,1.0010248926248209,1.0016256023612593,1.0023894997728486,1.0033300228449877,1.0044504906089888,1.0057385540411348,1.007159590611154,1.0086494550447098,1.0101074838450934,1.011391404505041,1.0123169307197308,1.0126664751494008,1.0122137665316682,1.010774454623972,1.008297321865631,1.005016862755973,1.001696188486684
0.66,1.0002321619378727,1.0005643240164592,1.0010183053724138,1.0016157714388196,1.0023759565162724,1.003312413504531,1.0044286464587906,1.0057125674029255,1.0071298885225899,1.0086168579358843,1.0100732318297565,1.0113571295972708,1.0122845510383898,1.0126379896698388,1.0121909405154987,1.0107584131604457,1.0082881218992688,1.0050132069032736,1.0016955971613557
0.665,1.0002305060158114,1.0005605115351337,1.0010118095754754,1.0016060732813927,1.0023625910234228,1.003295028612806,1.0044070724308407,1.0056868922185285,1.0071005310865933,1.0085846266040628,1.0100393510149137,1.0113232129210643,1.0122524972108689,1.012609779687196,1.0121683261708792,1.0107425138905748,1.0082789995155856,1.0050095800968997,1.001695010102948
0.67,1.0002288741567795,1.0005567530233632,1.001005403292497,1.0015965051207,1.002349399655071,1.0032778636600064,1.0043857632003892,1.005661522467311,1.0070715117728257,1.0085527542595139,1.0100058346540837,1.0112896481058327,1.0122207635715668,1.0125818405228084,1.0121459199913196,1.0107267545212955,1.0082699535011295,1.0050059819001793,1.001694427252288
0.675,1.0002272658357008,1.0005530473236801,1.0009990846372359,1.0015870642662192,1.0023363788728308,1.0032609142595834,1.0043647135861862,1.005636452288593,1.007042824221931,1.0085212342876448,1.0099726761721686,1.0112564289402939,1.0121893445942671,1.0125541676111642,1.0121237185536036,1.0107111328129241,1.0082609826700344,1.005002411886049,1.0016938485514022
0.68,1.0002256805427268,1.0005493933117524,1.0009928517767488,1.0015777481024448,1.002323525235648,1.003244176143998,1.004343918545597,1.0056116759762583,1.007014462239841,1.0084900602432445,1.0099398691598833,1.0112235493673556,1.012158234887716,1.0125267564963656,1.0121017185152237,1.0106956465775334,1.0082520858632023,1.0049988696367702,1.0016932739434825
0.685,1.0002241177826894,1.0005457898952066,1.000986702929508,1.0015685540862667,1.0023108353964292,1.0032276451606483,1.004323373169907,1.0055871879735836,1.006986419792308,1.008459225844938,1.009907407368395,1.0111910034791962,1.012127429191372,1.0124996028287225,1.0120799166119077,1.0106802936774,1.0082432619475141,1.0049953547436643,1.00169270337286
0.6900000000000001,1.000222577074574,1.0005422360124898,1.0009806363635982,1.0015594797444576,1.002298306098822,1.003211317267968,1.004303072679828,1.0055629828682795,1.0069586909996602,1.0084287249698807,1.0098752847041852,1.0111587855125366,1.0120969223713243,1.0124727023614817,1.0120583096552471,1.0106650720234989,1.008234509815064,1.0049918668068545,1.001692136784975
0.6950000000000001,1.0002210579510162,1.0005387306317868,1.0009746503949866,1.0015505226712644,1.0022859341741162,1.0031951885316785,1.0042830124211788,1.0055390553877233,1.0069312701317603,1.0083985516486382,1.0098434952241042,1.0111268898441037,1.012066709416361,1.0124460509476714,1.012036894530402,1.0106499795740596,1.0082258283824317,1.0049884054350213,1.001691574126344
0.7000000000000001,1.0002195599578192,1.000535272749982,1.0009687433858707,1.001541680526101,1.0022737165382776,1.0031792551212004,1.0042631878607422,1.0055154003943905,1.0069041516031672,1.0083687000602934,1.0098120331306184,1.0110953109862537,1.012036785434187,1.0124196445370668,1.012015668193903,1.0106350143331766,1.0082172165899717,1.0049849702451572,1.0016910153445384
0.705,1.0002180826534939,1.000531861391662,1.000962913743086,1.0015329510313276,1.0022616501891064,1.0031635133062062,1.0042435945822923,1.005492012881461,1.006877329968486,1.0083391645277202,1.0097808927672423,1.0110640435827702,1.0120071456477895,1.0123934791732803,1.011994627671524,1.0106201743494627,1.008208673401132,1.0049815608623383,1.0016904603881505
0.71,1.0002166256088152,1.0005284956081604,1.0009571599165894,1.001524331970139,1.0022497322035013,1.0031479594533048,1.0042242282827714,1.0054688879686018,1.0068507999179004,1.0083099395130513,1.0097500686141436,1.0110330824048221,1.0119777853919336,1.0123675509909364,1.01197377005624,1.0106054577147545,1.0082001978017947,1.0049781769194994,1.001689909206772
0.715,1.000215188406398,1.0005251744766457,1.0009514803979953,1.001515821184516,1.0022379597348412,1.0031325900228738,1.0042050847686208,1.005446020897909,1.006824556272873,1.0082810196133185,1.0097195552839129,1.0110024223470682,1.0119487001097907,1.0123418562129707,1.0119530925062525,1.0105908625628715,1.0081917887996432,1.0049748180572176,1.0016893617509688
0.72,1.000213770640291,1.0005218970992416,1.0009458737191774,1.0015074165732758,1.002226330010465,1.0031174015659974,1.0041861599522597,1.0054234070300154,1.0067985939820174,1.008252399556253,1.0096893475174948,1.0109720584239077,1.0119198853496867,1.0123163911480149,1.0119325922430928,1.010576387068407,1.0081834454235472,1.0049714839235058,1.0016888179722543
0.725,1.0002123719155875,1.0005186626021831,1.0009403384509203,1.0014991160901907,1.0022148403292581,1.003102390721542,1.004167449848692,1.0054010418403376,1.006772908117123,1.0082240741962554,1.0096594401802725,1.0109419857658755,1.0118913367619773,1.012291152187886,1.011912266549785,1.010562029445566,1.008175166722974,1.004968174173608,1.0016882778230665
0.73,1.0002109918480508,1.0005154701350125,1.0009348732016372,1.0014909177421887,1.0022034880593265,1.0030875542133308,1.0041489505722532,1.0053789209154784,1.0067474938693308,1.0081960385105007,1.009629828258296,1.0109121996161616,1.0118630500960306,1.0122661358051535,1.0118921127690812,1.010547787947047,1.0081669517674137,1.0049648884698061,1.0016877412567466
0.735,1.0002096300637557,1.0005123188698013,1.000929476616122,1.0014828195876173,1.0021922706357682,1.0030728888474385,1.0041306583334717,1.0053570399497518,1.0067223465454587,1.008168287595206,1.009600506854644,1.0108826953272596,1.011835021197322,1.0122413385508056,1.011872128301757,1.0105336608629638,1.0081587996458297,1.0049616264812327,1.0016872082275117
